home_team,away_team,home_score,away_score,status,date,netsport_id,matchday,season,match_id,result,home_rolling_points_last5,away_rolling_points_last5,home_rolling_points_last10,away_rolling_points_last10,home_gd_trend_last5,away_gd_trend_last5,travel_distance_km,home_squad_value,away_squad_value,squad_value_ratio
Mamelodi Sundowns,Baroka FC,2.0,1.0,FINISHED,2021-12-14,1297653,Matchday 22,2021-2022,1297653,H,11.0,2.0,24.0,4.0,0.8,-0.6,239.01816026096265,40400000.0,,
Marumo Gallants,Cape Town City,0.0,0.0,FINISHED,2021-12-14,1297655,Matchday 22,2021-2022,1297655,D,13.0,6.0,15.0,14.0,1.0,-0.2,908.4018379382446,2930000.0,,
AmaZulu,Chippa United,2.0,2.0,FINISHED,2021-12-14,1297658,Matchday 22,2021-2022,1297658,D,5.0,5.0,13.0,7.0,0.0,-0.4,461.27259629164047,10880000.0,5180000.0,2.1003861003861
Mamelodi Sundowns,Orlando Pirates,4.0,1.0,FINISHED,2021-12-17,1297619,Matchday 16,2021-2022,1297619,H,13.0,9.0,24.0,15.0,1.0,1.0,61.05551098911179,40400000.0,22330000.0,1.8092252575011196
Marumo Gallants,AmaZulu,0.0,1.0,FINISHED,2021-12-17,1297633,Matchday 16,2021-2022,1297633,A,11.0,5.0,16.0,11.0,0.8,0.0,469.9550370235814,2930000.0,10880000.0,0.2693014705882353
Sekhukhune United,Siwelele,0.0,0.0,FINISHED,2021-12-18,1297644,Matchday 16,2021-2022,1297644,D,6.0,4.0,18.0,11.0,-0.6,-0.4,666.410273920029,9700000.0,5250000.0,1.8476190476190477
Stellenbosch,Baroka FC,1.0,0.0,FINISHED,2021-12-18,1297646,Matchday 16,2021-2022,1297646,H,2.0,2.0,11.0,4.0,-1.0,-0.6,1515.6973046794312,6080000.0,,
Cape Town City,Swallows FC,2.0,1.0,FINISHED,2021-12-18,1297643,Matchday 16,2021-2022,1297643,H,7.0,5.0,14.0,8.0,0.2,-0.4,1246.3111609025605,,,
Golden Arrows,TS Galaxy,1.0,1.0,FINISHED,2021-12-18,1297645,Matchday 16,2021-2022,1297645,D,9.0,7.0,14.0,10.0,0.4,-0.2,501.2492909934793,6830000.0,3680000.0,1.8559782608695652
Maritzburg United,Chippa United,0.0,2.0,FINISHED,2021-12-19,1297641,Matchday 16,2021-2022,1297641,A,4.0,5.0,9.0,8.0,-0.2,-0.4,444.41902552001244,,5180000.0,
Royal AM,Kaizer Chiefs,1.0,0.0,FINISHED,2021-12-19,1297642,Matchday 16,2021-2022,1297642,H,5.0,13.0,14.0,21.0,-0.2,1.2,497.6487365037908,,16230000.0,
Orlando Pirates,Marumo Gallants,2.0,1.0,FINISHED,2021-12-20,1297639,Matchday 17,2021-2022,1297639,H,6.0,10.0,14.0,15.0,-0.2,0.6,367.02395017310073,22330000.0,2930000.0,7.621160409556314
AmaZulu,Mamelodi Sundowns,1.0,0.0,FINISHED,2021-12-20,1297640,Matchday 17,2021-2022,1297640,H,7.0,13.0,14.0,24.0,0.2,1.2,530.738182466435,10880000.0,40400000.0,0.2693069306930693
TS Galaxy,Stellenbosch,0.0,1.0,FINISHED,2021-12-22,1297634,Matchday 17,2021-2022,1297634,A,5.0,5.0,11.0,13.0,-0.4,-0.2,1496.21522813951,3680000.0,6080000.0,0.6052631578947368
Kaizer Chiefs,Maritzburg United,2.0,0.0,FINISHED,2021-12-22,1297636,Matchday 17,2021-2022,1297636,H,10.0,3.0,20.0,8.0,0.8,-0.6,444.0310716749285,16230000.0,,
Siwelele,Cape Town City,3.0,2.0,FINISHED,2021-12-22,1297638,Matchday 17,2021-2022,1297638,H,5.0,9.0,11.0,16.0,-0.2,0.4,908.4018379382446,5250000.0,,
Baroka FC,Royal AM,1.0,0.0,FINISHED,2021-12-22,1297637,Matchday 17,2021-2022,1297637,H,2.0,8.0,3.0,14.0,-0.6,0.2,680.0544179606063,,,
Chippa United,Sekhukhune United,0.0,0.0,FINISHED,2021-12-22,1297649,Matchday 17,2021-2022,1297649,D,5.0,4.0,10.0,16.0,-0.2,-0.8,1021.3060443774077,5180000.0,9700000.0,0.534020618556701
Swallows FC,Golden Arrows,2.0,2.0,FINISHED,2021-12-22,1297648,Matchday 17,2021-2022,1297648,D,5.0,9.0,7.0,14.0,-0.2,0.4,511.70852376551466,,6830000.0,
Mamelodi Sundowns,Marumo Gallants,1.0,1.0,FINISHED,2021-12-23,1297585,Matchday 23,2021-2022,1297585,D,12.0,7.0,21.0,15.0,1.0,0.0,428.0130608722853,40400000.0,2930000.0,13.788395904436861
Orlando Pirates,AmaZulu,2.0,1.0,FINISHED,2021-12-23,1297573,Matchday 23,2021-2022,1297573,H,8.0,9.0,16.0,16.0,0.0,0.4,503.02317226140366,22330000.0,10880000.0,2.052389705882353
Mamelodi Sundowns,Chippa United,2.0,0.0,FINISHED,2022-02-07,1297628,Matchday 18,2021-2022,1297628,H,10.0,6.0,19.0,11.0,0.8,0.0,807.1414964025447,40400000.0,5180000.0,7.7992277992278
Baroka FC,Mamelodi Sundowns,1.0,1.0,FINISHED,2022-02-14,1297453,Matchday 8,2021-2022,1297453,D,4.0,10.0,6.0,21.0,-0.4,1.0,239.01816026096265,,40400000.0,
Maritzburg United,Siwelele,2.0,1.0,FINISHED,2022-02-15,1297631,Matchday 18,2021-2022,1297631,H,2.0,7.0,5.0,11.0,-1.0,0.0,405.2090684317437,,5250000.0,
Cape Town City,Kaizer Chiefs,0.0,0.0,FINISHED,2022-02-15,1297630,Matchday 18,2021-2022,1297630,D,8.0,10.0,16.0,22.0,0.2,1.0,1253.9829474188039,,16230000.0,
Royal AM,Sekhukhune United,1.0,0.0,FINISHED,2022-02-15,1297632,Matchday 18,2021-2022,1297632,H,5.0,5.0,13.0,14.0,-0.2,-0.4,680.0544179606063,,9700000.0,
Orlando Pirates,Golden Arrows,0.0,0.0,FINISHED,2022-02-16,1297625,Matchday 18,2021-2022,1297625,D,10.0,9.0,16.0,12.0,0.2,0.4,507.8973058318857,22330000.0,6830000.0,3.269399707174231
Stellenbosch,Swallows FC,1.0,1.0,FINISHED,2022-02-16,1297627,Matchday 18,2021-2022,1297627,D,8.0,5.0,13.0,7.0,0.2,-0.2,1217.1029445092097,6080000.0,,
Chippa United,Royal AM,2.0,2.0,FINISHED,2022-02-19,1297622,Matchday 19,2021-2022,1297622,D,6.0,7.0,10.0,15.0,0.0,0.0,444.9043999405845,5180000.0,,
Swallows FC,TS Galaxy,0.0,1.0,FINISHED,2022-02-19,1297663,Matchday 19,2021-2022,1297663,A,3.0,4.0,7.0,11.0,-0.4,-0.6,318.34667513138703,,3680000.0,
Golden Arrows,Cape Town City,0.0,1.0,FINISHED,2022-02-20,1297635,Matchday 19,2021-2022,1297635,A,7.0,6.0,13.0,14.0,0.2,0.0,1255.9775933974524,6830000.0,,
Sekhukhune United,Baroka FC,4.0,0.0,FINISHED,2022-02-20,1297557,Matchday 19,2021-2022,1297557,H,2.0,5.0,11.0,7.0,-0.8,-0.2,0.0,9700000.0,,
AmaZulu,TS Galaxy,0.0,0.0,FINISHED,2022-02-22,1297629,Matchday 18,2021-2022,1297629,D,8.0,7.0,13.0,14.0,0.2,0.0,485.7237565219576,10880000.0,3680000.0,2.9565217391304346
Maritzburg United,Golden Arrows,1.0,2.0,FINISHED,2022-02-25,1297676,Matchday 20,2021-2022,1297676,A,4.0,4.0,8.0,13.0,-0.8,-0.2,63.24186922409978,,6830000.0,
Chippa United,Marumo Gallants,2.0,3.0,FINISHED,2022-02-26,1297673,Matchday 20,2021-2022,1297673,A,6.0,5.0,11.0,15.0,0.0,-0.2,454.90581570858905,5180000.0,2930000.0,1.7679180887372015
Sekhukhune United,Swallows FC,0.0,1.0,FINISHED,2022-02-26,1297671,Matchday 20,2021-2022,1297671,A,5.0,3.0,14.0,7.0,0.2,-0.4,302.63946401845453,9700000.0,,
Baroka FC,Kaizer Chiefs,0.0,1.0,FINISHED,2022-02-26,1297672,Matchday 20,2021-2022,1297672,A,4.0,10.0,6.0,20.0,-1.0,1.0,297.22531271282986,,16230000.0,
Siwelele,Royal AM,0.0,2.0,FINISHED,2022-02-27,1297669,Matchday 20,2021-2022,1297669,A,7.0,8.0,11.0,13.0,0.0,0.2,456.58950795785546,5250000.0,,
Marumo Gallants,Baroka FC,3.0,0.0,FINISHED,2022-03-02,1297626,Matchday 18,2021-2022,1297626,H,5.0,4.0,18.0,6.0,-0.2,-1.0,666.410273920029,2930000.0,,
Orlando Pirates,Cape Town City,0.0,0.0,FINISHED,2022-03-02,1297675,Matchday 20,2021-2022,1297675,D,8.0,8.0,17.0,14.0,-0.2,0.2,1250.0122779478036,22330000.0,,
AmaZulu,Stellenbosch,2.0,2.0,FINISHED,2022-03-02,1297674,Matchday 20,2021-2022,1297674,D,8.0,8.0,13.0,11.0,0.2,0.2,1234.5377123884953,10880000.0,6080000.0,1.7894736842105263
TS Galaxy,Mamelodi Sundowns,0.0,3.0,FINISHED,2022-03-02,1297670,Matchday 20,2021-2022,1297670,A,5.0,8.0,12.0,21.0,-0.4,0.8,273.38745252065416,3680000.0,40400000.0,0.09108910891089109
Cape Town City,Sekhukhune United,2.0,1.0,FINISHED,2022-03-05,1297664,Matchday 21,2021-2022,1297664,H,8.0,5.0,15.0,11.0,0.2,0.4,1543.6679540867367,,9700000.0,
Siwelele,AmaZulu,2.0,0.0,FINISHED,2022-03-05,1297647,Matchday 21,2021-2022,1297647,H,4.0,8.0,11.0,13.0,-0.6,0.2,469.9550370235814,5250000.0,10880000.0,0.48253676470588236
Maritzburg United,Mamelodi Sundowns,2.0,1.0,FINISHED,2022-03-05,1297667,Matchday 21,2021-2022,1297667,H,4.0,8.0,7.0,21.0,-0.8,0.8,479.5155820947601,,40400000.0,
Orlando Pirates,Kaizer Chiefs,1.0,2.0,FINISHED,2022-03-05,1297668,Matchday 21,2021-2022,1297668,A,8.0,10.0,17.0,20.0,-0.2,0.8,5.978268699146683,22330000.0,16230000.0,1.3758471965495995
Baroka FC,TS Galaxy,1.0,0.0,FINISHED,2022-03-05,1297666,Matchday 21,2021-2022,1297666,H,4.0,5.0,6.0,12.0,-1.4,-0.6,225.8571765261528,,3680000.0,
Golden Arrows,Chippa United,1.0,2.0,FINISHED,2022-03-06,1297618,Matchday 21,2021-2022,1297618,A,6.0,5.0,15.0,10.0,0.0,-0.2,441.1636950664042,6830000.0,5180000.0,1.3185328185328185
Royal AM,Swallows FC,1.0,0.0,FINISHED,2022-03-06,1297661,Matchday 21,2021-2022,1297661,H,10.0,5.0,15.0,10.0,0.6,-0.2,505.1230639312536,,,
Marumo Gallants,Stellenbosch,1.0,0.0,FINISHED,2022-03-06,1297662,Matchday 21,2021-2022,1297662,H,7.0,9.0,18.0,11.0,0.4,0.4,875.4385978904638,2930000.0,6080000.0,0.4819078947368421
Orlando Pirates,Siwelele,3.0,2.0,FINISHED,2022-03-16,1297496,Matchday 12,2021-2022,1297496,H,8.0,7.0,14.0,11.0,0.2,0.0,367.02395017310073,22330000.0,5250000.0,4.253333333333333
Marumo Gallants,Chippa United,0.0,0.0,FINISHED,2022-03-16,1297497,Matchday 12,2021-2022,1297497,D,10.0,5.0,20.0,10.0,0.8,-0.4,454.90581570858905,2930000.0,5180000.0,0.5656370656370656
Sekhukhune United,Maritzburg United,1.0,1.0,FINISHED,2022-03-16,1297656,Matchday 22,2021-2022,1297656,D,4.0,6.0,8.0,10.0,0.2,-0.6,639.4815251250209,9700000.0,,
TS Galaxy,Siwelele,1.0,1.0,FINISHED,2022-03-19,1297659,Matchday 22,2021-2022,1297659,D,4.0,6.0,9.0,11.0,-0.8,-0.2,620.8932044419288,3680000.0,5250000.0,0.700952380952381
Kaizer Chiefs,Golden Arrows,0.0,1.0,FINISHED,2022-03-19,1297657,Matchday 22,2021-2022,1297657,A,10.0,5.0,23.0,14.0,0.6,-0.2,504.272327791487,16230000.0,6830000.0,2.376281112737921
Cape Town City,Marumo Gallants,1.0,0.0,FINISHED,2022-03-19,1297509,Matchday 3,2021-2022,1297509,H,8.0,11.0,17.0,18.0,0.2,1.0,908.4018379382446,,2930000.0,
Stellenbosch,Royal AM,2.0,2.0,FINISHED,2022-03-20,1297660,Matchday 22,2021-2022,1297660,D,8.0,10.0,10.0,18.0,0.2,0.6,1217.2577336136833,6080000.0,,
Golden Arrows,Siwelele,3.0,2.0,FINISHED,2022-04-02,1297665,Matchday 23,2021-2022,1297665,H,7.0,4.0,16.0,11.0,0.0,-0.4,459.8354704753759,6830000.0,5250000.0,1.3009523809523809
Chippa United,Kaizer Chiefs,1.0,3.0,FINISHED,2022-04-02,1297652,Matchday 23,2021-2022,1297652,A,5.0,10.0,11.0,20.0,-0.4,0.6,753.05841286102,5180000.0,16230000.0,0.31916204559457795
Stellenbosch,Sekhukhune United,1.0,1.0,FINISHED,2022-04-02,1297651,Matchday 23,2021-2022,1297651,D,6.0,4.0,11.0,9.0,0.0,0.2,1515.6973046794312,6080000.0,9700000.0,0.6268041237113402
TS Galaxy,Royal AM,1.0,4.0,FINISHED,2022-04-02,1297650,Matchday 23,2021-2022,1297650,A,5.0,11.0,9.0,16.0,-0.6,0.8,494.69623894305175,3680000.0,,
Cape Town City,Baroka FC,5.0,1.0,FINISHED,2022-04-03,1297586,Matchday 23,2021-2022,1297586,H,11.0,4.0,19.0,8.0,0.6,-1.4,1543.6679540867367,,,
Siwelele,Chippa United,1.0,1.0,FINISHED,2022-04-05,1297583,Matchday 24,2021-2022,1297583,D,4.0,5.0,11.0,11.0,-0.4,-0.4,454.90581570858905,5250000.0,5180000.0,1.0135135135135136
Kaizer Chiefs,TS Galaxy,0.0,0.0,FINISHED,2022-04-05,1297584,Matchday 24,2021-2022,1297584,D,10.0,2.0,20.0,9.0,0.6,-1.4,307.1715110310044,16230000.0,3680000.0,4.4103260869565215
Baroka FC,AmaZulu,0.0,1.0,FINISHED,2022-04-06,1297578,Matchday 24,2021-2022,1297578,A,3.0,5.0,8.0,12.0,-2.2,-0.4,674.5546298160202,,10880000.0,
Royal AM,Marumo Gallants,2.0,0.0,FINISHED,2022-04-06,1297579,Matchday 24,2021-2022,1297579,H,11.0,10.0,18.0,15.0,1.2,0.8,456.58950795785546,,2930000.0,
Golden Arrows,Stellenbosch,0.0,2.0,FINISHED,2022-04-06,1297582,Matchday 24,2021-2022,1297582,A,9.0,4.0,16.0,12.0,0.2,-0.2,1216.5174700019006,6830000.0,6080000.0,1.1233552631578947
Sekhukhune United,Orlando Pirates,0.0,1.0,FINISHED,2022-04-06,1297577,Matchday 24,2021-2022,1297577,A,5.0,8.0,7.0,16.0,0.4,0.2,300.02049415232636,9700000.0,22330000.0,0.4343931930138827
Swallows FC,Mamelodi Sundowns,2.0,4.0,FINISHED,2022-04-06,1297581,Matchday 24,2021-2022,1297581,A,5.0,8.0,10.0,20.0,-0.2,0.8,63.657616911651566,,40400000.0,
Maritzburg United,Cape Town City,0.0,1.0,FINISHED,2022-04-06,1297580,Matchday 24,2021-2022,1297580,A,7.0,13.0,10.0,19.0,-0.2,1.4,1227.2827707671945,,,
Maritzburg United,Swallows FC,1.0,1.0,FINISHED,2022-04-12,1297620,Matchday 23,2021-2022,1297620,D,7.0,4.0,9.0,9.0,0.0,-0.6,451.09958652331454,,,
Mamelodi Sundowns,Golden Arrows,6.0,0.0,FINISHED,2022-04-12,1297569,Matchday 25,2021-2022,1297569,H,10.0,9.0,20.0,13.0,1.2,0.0,537.6085491295763,40400000.0,6830000.0,5.915080527086384
Baroka FC,Orlando Pirates,0.0,0.0,FINISHED,2022-04-12,1297576,Matchday 25,2021-2022,1297576,D,3.0,8.0,7.0,18.0,-1.6,0.2,300.02049415232636,,22330000.0,
Kaizer Chiefs,Siwelele,0.0,1.0,FINISHED,2022-04-16,1297589,Matchday 25,2021-2022,1297589,A,10.0,5.0,20.0,9.0,0.6,0.0,369.4351841819827,16230000.0,5250000.0,3.0914285714285716
Cape Town City,Royal AM,1.0,1.0,FINISHED,2022-04-16,1297572,Matchday 25,2021-2022,1297572,D,13.0,13.0,21.0,21.0,1.4,1.6,1256.623529163144,,,
Sekhukhune United,TS Galaxy,0.0,1.0,FINISHED,2022-04-16,1297574,Matchday 25,2021-2022,1297574,A,2.0,2.0,7.0,7.0,-0.6,-1.4,225.8571765261528,9700000.0,3680000.0,2.635869565217391
AmaZulu,Maritzburg United,1.0,0.0,FINISHED,2022-04-16,1297588,Matchday 25,2021-2022,1297588,H,5.0,5.0,14.0,9.0,-0.4,-0.2,66.67120933275717,10880000.0,,
Chippa United,Stellenbosch,1.0,0.0,FINISHED,2022-04-17,1297571,Matchday 25,2021-2022,1297571,H,5.0,6.0,11.0,14.0,-0.4,0.2,843.8903781142693,5180000.0,6080000.0,0.8519736842105263
Marumo Gallants,Swallows FC,1.0,1.0,FINISHED,2022-04-17,1297570,Matchday 25,2021-2022,1297570,D,7.0,4.0,12.0,7.0,0.2,-0.6,364.9662233067797,2930000.0,,
TS Galaxy,Maritzburg United,1.0,1.0,FINISHED,2022-04-23,1297565,Matchday 26,2021-2022,1297565,D,5.0,5.0,10.0,9.0,-0.6,-0.2,465.17582843530124,3680000.0,,
Golden Arrows,Sekhukhune United,0.0,0.0,FINISHED,2022-04-23,1297566,Matchday 26,2021-2022,1297566,D,6.0,2.0,12.0,7.0,-1.4,-0.6,686.9395752773827,6830000.0,9700000.0,0.7041237113402062
Marumo Gallants,Siwelele,0.0,0.0,FINISHED,2022-04-23,1297567,Matchday 26,2021-2022,1297567,D,5.0,5.0,12.0,12.0,-0.4,-0.2,0.0,2930000.0,5250000.0,0.5580952380952381
Stellenbosch,Kaizer Chiefs,1.0,0.0,FINISHED,2022-04-23,1297564,Matchday 26,2021-2022,1297564,H,5.0,7.0,14.0,17.0,0.0,0.2,1224.541902196886,6080000.0,16230000.0,0.37461491065927294
Swallows FC,Baroka FC,3.0,2.0,FINISHED,2022-04-24,1297562,Matchday 26,2021-2022,1297562,H,5.0,4.0,8.0,8.0,-0.4,-1.4,302.63946401845453,,,
Royal AM,AmaZulu,0.0,0.0,FINISHED,2022-04-24,1297563,Matchday 26,2021-2022,1297563,D,11.0,8.0,21.0,16.0,1.2,0.0,17.3943183164239,,10880000.0,
Orlando Pirates,Chippa United,0.0,0.0,FINISHED,2022-04-27,1297568,Matchday 26,2021-2022,1297568,D,8.0,8.0,16.0,13.0,0.2,0.0,753.3552243406666,22330000.0,5180000.0,4.3108108108108105
Mamelodi Sundowns,Cape Town City,0.0,0.0,FINISHED,2022-04-27,1297561,Matchday 26,2021-2022,1297561,D,10.0,13.0,20.0,21.0,2.0,1.4,1309.0092023555278,40400000.0,,
Golden Arrows,Kaizer Chiefs,2.0,1.0,FINISHED,2022-04-27,1297480,Matchday 14,2021-2022,1297480,H,7.0,4.0,12.0,14.0,-1.2,-0.2,504.272327791487,6830000.0,16230000.0,0.4208256315465188
Kaizer Chiefs,Cape Town City,1.0,2.0,FINISHED,2022-04-30,1297487,Matchday 13,2021-2022,1297487,A,4.0,11.0,14.0,19.0,-0.2,1.2,1253.9829474188039,16230000.0,,
TS Galaxy,Orlando Pirates,1.0,0.0,FINISHED,2022-05-02,1297560,Matchday 27,2021-2022,1297560,H,6.0,8.0,10.0,16.0,-0.4,0.2,312.8377902530316,3680000.0,22330000.0,0.16480071652485445
Kaizer Chiefs,Marumo Gallants,1.0,0.0,FINISHED,2022-05-03,1297603,Matchday 27,2021-2022,1297603,H,1.0,3.0,11.0,13.0,-0.8,-0.6,369.4351841819827,16230000.0,2930000.0,5.539249146757679
Swallows FC,AmaZulu,0.0,1.0,FINISHED,2022-05-03,1297575,Matchday 27,2021-2022,1297575,A,5.0,8.0,10.0,16.0,-0.4,0.0,507.00453102470146,,10880000.0,
Siwelele,Stellenbosch,0.0,0.0,FINISHED,2022-05-03,1297617,Matchday 27,2021-2022,1297617,D,6.0,8.0,12.0,16.0,0.0,0.4,875.4385978904638,5250000.0,6080000.0,0.8634868421052632
Sekhukhune United,Mamelodi Sundowns,0.0,2.0,FINISHED,2022-05-03,1297616,Matchday 27,2021-2022,1297616,A,3.0,10.0,7.0,18.0,-0.4,2.0,239.01816026096265,9700000.0,40400000.0,0.2400990099009901
Baroka FC,Golden Arrows,1.0,0.0,FINISHED,2022-05-04,1297613,Matchday 27,2021-2022,1297613,H,4.0,7.0,8.0,14.0,-1.0,-1.2,686.9395752773827,,6830000.0,
Chippa United,Cape Town City,0.0,0.0,FINISHED,2022-05-04,1297615,Matchday 27,2021-2022,1297615,D,6.0,11.0,11.0,22.0,-0.2,1.2,886.1355341470515,5180000.0,,
Maritzburg United,Royal AM,1.0,0.0,FINISHED,2022-05-04,1297614,Matchday 27,2021-2022,1297614,H,3.0,9.0,9.0,19.0,-0.4,1.0,57.590665404614626,,,
Siwelele,Swallows FC,2.0,2.0,FINISHED,2022-05-06,1297612,Matchday 28,2021-2022,1297612,D,6.0,5.0,10.0,10.0,0.0,-0.4,364.9662233067797,5250000.0,,
Marumo Gallants,Golden Arrows,0.0,0.0,FINISHED,2022-05-07,1297611,Matchday 28,2021-2022,1297611,D,2.0,4.0,13.0,13.0,-0.8,-1.6,459.8354704753759,2930000.0,6830000.0,0.4289897510980966
Chippa United,Baroka FC,2.0,2.0,FINISHED,2022-05-07,1297610,Matchday 28,2021-2022,1297610,D,6.0,4.0,11.0,8.0,-0.2,-1.0,1021.3060443774077,5180000.0,,
Stellenbosch,Maritzburg United,1.0,1.0,FINISHED,2022-05-07,1297608,Matchday 28,2021-2022,1297608,D,8.0,5.0,14.0,12.0,0.4,-0.2,1188.6435264992765,6080000.0,,
AmaZulu,Sekhukhune United,0.0,0.0,FINISHED,2022-05-07,1297609,Matchday 28,2021-2022,1297609,D,10.0,2.0,18.0,6.0,0.2,-0.8,674.5546298160202,10880000.0,9700000.0,1.1216494845360825
Cape Town City,TS Galaxy,2.0,0.0,FINISHED,2022-05-07,1297607,Matchday 28,2021-2022,1297607,H,9.0,8.0,22.0,13.0,0.4,-0.2,1528.712355504249,,3680000.0,
Kaizer Chiefs,Mamelodi Sundowns,1.0,1.0,FINISHED,2022-05-08,1297587,Matchday 28,2021-2022,1297587,D,3.0,10.0,13.0,18.0,-0.6,1.8,58.65727490670219,16230000.0,40400000.0,0.40173267326732676
Sekhukhune United,Kaizer Chiefs,0.0,1.0,FINISHED,2022-05-14,1297678,Matchday 29,2021-2022,1297678,A,2.0,4.0,7.0,11.0,-0.8,-0.4,297.22531271282986,9700000.0,16230000.0,0.5976586568083796
Golden Arrows,Royal AM,2.0,2.0,FINISHED,2022-05-14,1297601,Matchday 29,2021-2022,1297601,D,5.0,8.0,14.0,19.0,-1.2,0.8,6.925397570849175,6830000.0,,
Baroka FC,Siwelele,3.0,1.0,FINISHED,2022-05-14,1297602,Matchday 29,2021-2022,1297602,H,5.0,7.0,8.0,11.0,-0.2,0.2,666.410273920029,,5250000.0,
Swallows FC,Chippa United,0.0,0.0,FINISHED,2022-05-14,1297597,Matchday 29,2021-2022,1297597,D,6.0,7.0,10.0,12.0,0.0,0.2,753.9476134361341,,5180000.0,
TS Galaxy,Marumo Gallants,0.0,0.0,FINISHED,2022-05-14,1297599,Matchday 29,2021-2022,1297599,D,8.0,3.0,10.0,13.0,0.0,-0.6,620.8932044419288,3680000.0,2930000.0,1.2559726962457338
Cape Town City,AmaZulu,0.0,0.0,FINISHED,2022-05-14,1297604,Matchday 29,2021-2022,1297604,D,9.0,11.0,22.0,16.0,0.6,0.6,1273.874589325814,,10880000.0,
Mamelodi Sundowns,Stellenbosch,0.0,3.0,FINISHED,2022-05-14,1297600,Matchday 29,2021-2022,1297600,A,11.0,8.0,19.0,12.0,2.0,0.4,1280.0575148753778,40400000.0,6080000.0,6.644736842105263
Marumo Gallants,Sekhukhune United,2.0,2.0,FINISHED,2022-05-21,1297590,Matchday 30,2021-2022,1297590,D,4.0,2.0,11.0,4.0,-0.2,-0.8,666.410273920029,2930000.0,9700000.0,0.3020618556701031
Maritzburg United,Baroka FC,1.0,0.0,FINISHED,2022-05-21,1297591,Matchday 30,2021-2022,1297591,H,6.0,8.0,13.0,11.0,0.0,0.4,639.4815251250209,,,
Kaizer Chiefs,Swallows FC,2.0,2.0,FINISHED,2022-05-21,1297593,Matchday 30,2021-2022,1297593,D,7.0,6.0,11.0,10.0,0.0,0.0,11.86480394702673,16230000.0,,
Stellenbosch,Cape Town City,1.0,0.0,FINISHED,2022-05-21,1297596,Matchday 30,2021-2022,1297596,H,8.0,9.0,14.0,22.0,0.6,0.6,42.85210673528772,6080000.0,,
Chippa United,TS Galaxy,0.0,1.0,FINISHED,2022-05-21,1297595,Matchday 30,2021-2022,1297595,A,7.0,8.0,12.0,10.0,0.2,0.0,888.662992481296,5180000.0,3680000.0,1.4076086956521738
Royal AM,Mamelodi Sundowns,2.0,3.0,FINISHED,2022-05-23,1297605,Matchday 30,2021-2022,1297605,A,6.0,8.0,17.0,18.0,0.2,1.0,530.8250357544052,,40400000.0,
Orlando Pirates,Maritzburg United,4.0,1.0,FINISHED,2022-05-24,1297598,Matchday 29,2021-2022,1297598,H,8.0,8.0,16.0,13.0,0.2,0.2,447.4634267755237,22330000.0,,
AmaZulu,Golden Arrows,1.0,2.0,FINISHED,2022-05-24,1297592,Matchday 30,2021-2022,1297592,A,9.0,6.0,14.0,12.0,0.4,0.0,20.109034086532077,10880000.0,6830000.0,1.5929721815519766
Royal AM,Orlando Pirates,2.0,2.0,FINISHED,2022-05-27,1297606,Matchday 28,2021-2022,1297606,D,3.0,8.0,16.0,16.0,-0.4,0.6,501.29312065190766,,22330000.0,
Siwelele,Orlando Pirates,2.0,0.0,FINISHED,2022-05-30,1297594,Matchday 30,2021-2022,1297594,H,6.0,6.0,11.0,14.0,-0.2,0.4,367.02395017310073,5250000.0,22330000.0,0.23510971786833856
Cape Town City,Mamelodi Sundowns,0.0,2.0,FINISHED,2022-08-05,1376401,Matchday 1,2022-2023,1376401,A,8.0,8.0,19.0,18.0,0.4,0.0,1309.0092023555278,,40400000.0,
Orlando Pirates,Swallows FC,1.0,0.0,FINISHED,2022-08-06,1376413,Matchday 1,2022-2023,1376413,H,5.0,6.0,13.0,11.0,0.0,0.0,5.889312937022606,22330000.0,,
Maritzburg United,Sekhukhune United,1.0,1.0,FINISHED,2022-08-06,1376411,Matchday 1,2022-2023,1376411,D,8.0,3.0,13.0,5.0,-0.2,-0.6,639.4815251250209,,9700000.0,
Golden Arrows,Richards Bay,0.0,2.0,FINISHED,2022-08-06,1376387,Matchday 1,2022-2023,1376387,A,8.0,,15.0,,0.2,,176.48139239943563,6830000.0,6880000.0,0.9927325581395349
Marumo Gallants,Stellenbosch,0.0,0.0,FINISHED,2022-08-06,1376414,Matchday 1,2022-2023,1376414,D,4.0,11.0,9.0,16.0,-0.2,1.0,875.4385978904638,2930000.0,6080000.0,0.4819078947368421
Royal AM,Kaizer Chiefs,1.0,0.0,FINISHED,2022-08-06,1376412,Matchday 1,2022-2023,1376412,H,3.0,8.0,14.0,12.0,-0.4,0.2,497.6487365037908,,16230000.0,
Siwelele,Chippa United,1.0,1.0,FINISHED,2022-08-07,1376409,Matchday 1,2022-2023,1376409,D,6.0,4.0,11.0,12.0,0.0,-0.2,454.90581570858905,5250000.0,5180000.0,1.0135135135135136
TS Galaxy,AmaZulu,0.0,0.0,FINISHED,2022-08-07,1376410,Matchday 1,2022-2023,1376410,D,8.0,6.0,13.0,14.0,0.0,0.0,485.7237565219576,3680000.0,10880000.0,0.3382352941176471
Richards Bay,Marumo Gallants,0.0,0.0,FINISHED,2022-08-09,1376408,Matchday 2,2022-2023,1376408,D,3.0,4.0,3.0,7.0,2.0,-0.2,568.4884950647302,6880000.0,2930000.0,2.348122866894198
