home_team,away_team,home_score,away_score,status,date,netsport_id,matchday,season,match_id,result,home_rolling_points_last5,away_rolling_points_last5,home_rolling_points_last10,away_rolling_points_last10,home_gd_trend_last5,away_gd_trend_last5,travel_distance_km,home_squad_value,away_squad_value,squad_value_ratio
Chippa United,Richards Bay,1.0,0.0,FINISHED,2024-09-21,1557227,Matchday 2,2024-2025,1557227,H,2.0,10.0,11.0,19.0,-0.8,0.2,617.6414829288439,5180000.0,6880000.0,0.752906976744186
Magesi,Polokwane City,0.0,2.0,FINISHED,2024-09-21,1557216,Matchday 2,2024-2025,1557216,A,0.0,9.0,0.0,14.0,-1.0,0.4,11.225364333413253,,4680000.0,
Golden Arrows,Marumo Gallants,2.0,0.0,FINISHED,2024-09-21,1557217,Matchday 2,2024-2025,1557217,H,9.0,2.0,12.0,11.0,0.8,-1.0,459.8354704753759,6830000.0,2930000.0,2.3310580204778155
Siwelele,Royal AM,0.0,0.0,FINISHED,2024-09-21,1557215,Matchday 2,2024-2025,1557215,D,6.0,5.0,10.0,9.0,0.0,-0.4,456.58950795785546,5250000.0,,
Mamelodi Sundowns,Marumo Gallants,4.0,1.0,FINISHED,2024-09-24,1557210,Matchday 3,2024-2025,1557210,H,10.0,1.0,23.0,10.0,0.8,-1.4,428.0130608722853,40400000.0,2930000.0,13.788395904436861
Royal AM,Richards Bay,0.0,0.0,FINISHED,2024-09-24,1557209,Matchday 3,2024-2025,1557209,D,6.0,9.0,7.0,19.0,-0.2,0.0,172.9234678429387,,6880000.0,
Orlando Pirates,Polokwane City,3.0,0.0,FINISHED,2024-09-24,1557211,Matchday 3,2024-2025,1557211,H,7.0,11.0,20.0,17.0,0.2,0.8,300.07367905105605,22330000.0,4680000.0,4.771367521367521
Stellenbosch,Cape Town City,3.0,0.0,FINISHED,2024-09-25,1557205,Matchday 3,2024-2025,1557205,H,1.0,11.0,12.0,14.0,-1.2,1.0,42.85210673528772,6080000.0,,
Siwelele,TS Galaxy,1.0,0.0,FINISHED,2024-09-25,1557206,Matchday 3,2024-2025,1557206,H,6.0,5.0,11.0,10.0,0.0,-0.2,620.8932044419288,5250000.0,3680000.0,1.4266304347826086
AmaZulu,Kaizer Chiefs,1.0,3.0,FINISHED,2024-09-25,1557204,Matchday 3,2024-2025,1557204,A,5.0,6.0,12.0,9.0,-0.4,-0.2,499.21680619064676,10880000.0,16230000.0,0.6703635243376463
Sekhukhune United,Chippa United,1.0,1.0,FINISHED,2024-09-25,1557207,Matchday 3,2024-2025,1557207,D,8.0,5.0,14.0,11.0,0.2,-0.2,1021.3060443774077,9700000.0,5180000.0,1.8725868725868726
Golden Arrows,Magesi,0.0,1.0,FINISHED,2024-09-26,1557208,Matchday 3,2024-2025,1557208,A,11.0,0.0,14.0,0.0,1.2,-1.5,696.1518864947277,6830000.0,,
Marumo Gallants,AmaZulu,1.0,0.0,FINISHED,2024-09-28,1557257,Matchday 4,2024-2025,1557257,H,0.0,4.0,9.0,11.0,-2.0,-0.8,469.9550370235814,2930000.0,10880000.0,0.2693014705882353
Cape Town City,Siwelele,1.0,0.0,FINISHED,2024-09-28,1557200,Matchday 4,2024-2025,1557200,H,8.0,8.0,13.0,13.0,0.0,0.2,908.4018379382446,,5250000.0,
Kaizer Chiefs,Mamelodi Sundowns,1.0,2.0,FINISHED,2024-09-28,1557202,Matchday 4,2024-2025,1557202,A,8.0,10.0,12.0,23.0,0.2,1.0,58.65727490670219,16230000.0,40400000.0,0.40173267326732676
Magesi,Royal AM,0.0,0.0,FINISHED,2024-09-28,1557201,Matchday 4,2024-2025,1557201,D,3.0,7.0,3.0,7.0,-0.6666666666666666,0.2,689.2601499614676,,,
Sekhukhune United,Golden Arrows,2.0,0.0,FINISHED,2024-09-28,1557203,Matchday 4,2024-2025,1557203,H,8.0,10.0,14.0,14.0,0.2,1.0,686.9395752773827,9700000.0,6830000.0,1.4202049780380674
Chippa United,TS Galaxy,2.0,1.0,FINISHED,2024-09-29,1557242,Matchday 4,2024-2025,1557242,H,5.0,4.0,9.0,10.0,-0.2,-0.4,888.662992481296,5180000.0,3680000.0,1.4076086956521738
Richards Bay,Orlando Pirates,0.0,1.0,FINISHED,2024-09-29,1557214,Matchday 4,2024-2025,1557214,A,7.0,7.0,17.0,22.0,-0.2,0.4,494.1785726193095,6880000.0,22330000.0,0.3081056874160322
Polokwane City,Stellenbosch,1.0,1.0,FINISHED,2024-09-29,1557138,Matchday 4,2024-2025,1557138,D,10.0,3.0,16.0,14.0,0.2,-0.6,1515.760156328165,4680000.0,6080000.0,0.7697368421052632
Orlando Pirates,Siwelele,2.0,0.0,FINISHED,2024-10-22,1557139,Matchday 12,2024-2025,1557139,H,10.0,5.0,22.0,13.0,0.8,-0.4,367.02395017310073,22330000.0,5250000.0,4.253333333333333
Chippa United,Stellenbosch,0.0,2.0,FINISHED,2024-10-23,1557314,Matchday 12,2024-2025,1557314,A,7.0,4.0,9.0,14.0,0.0,-0.2,843.8903781142693,5180000.0,6080000.0,0.8519736842105263
Mamelodi Sundowns,Royal AM,2.0,1.0,FINISHED,2024-10-23,1557195,Matchday 12,2024-2025,1557195,H,10.0,7.0,23.0,8.0,1.0,0.2,530.8250357544052,40400000.0,,
Orlando Pirates,AmaZulu,2.0,1.0,FINISHED,2024-10-25,1557255,Matchday 5,2024-2025,1557255,H,13.0,3.0,22.0,8.0,1.4,-1.0,503.02317226140366,22330000.0,10880000.0,2.052389705882353
Marumo Gallants,TS Galaxy,1.0,1.0,FINISHED,2024-10-26,1557253,Matchday 5,2024-2025,1557253,D,3.0,1.0,9.0,7.0,-1.4,-0.8,620.8932044419288,2930000.0,3680000.0,0.7961956521739131
Royal AM,Sekhukhune United,2.0,0.0,FINISHED,2024-10-26,1557250,Matchday 5,2024-2025,1557250,H,4.0,10.0,8.0,16.0,-0.2,0.6,680.0544179606063,,9700000.0,
Richards Bay,Stellenbosch,0.0,0.0,FINISHED,2024-10-26,1557254,Matchday 5,2024-2025,1557254,D,7.0,7.0,14.0,14.0,0.0,0.4,1377.396602947712,6880000.0,6080000.0,1.131578947368421
Siwelele,Kaizer Chiefs,1.0,0.0,FINISHED,2024-10-26,1557252,Matchday 5,2024-2025,1557252,H,4.0,7.0,13.0,12.0,-0.8,0.0,369.4351841819827,5250000.0,16230000.0,0.3234750462107209
Chippa United,Golden Arrows,2.0,0.0,FINISHED,2024-10-26,1557251,Matchday 5,2024-2025,1557251,H,7.0,9.0,9.0,13.0,-0.2,0.6,441.1636950664042,5180000.0,6830000.0,0.7584187408491947
Cape Town City,Magesi,0.0,0.0,FINISHED,2024-10-27,1557249,Matchday 5,2024-2025,1557249,D,10.0,4.0,16.0,4.0,0.2,-0.5,1544.1162690420529,,,
Polokwane City,Mamelodi Sundowns,1.0,0.0,FINISHED,2024-10-27,1557248,Matchday 5,2024-2025,1557248,H,10.0,12.0,16.0,23.0,0.2,1.2,239.07194874410342,4680000.0,40400000.0,0.11584158415841585
AmaZulu,Chippa United,2.0,0.0,FINISHED,2024-10-29,1557247,Matchday 6,2024-2025,1557247,H,0.0,10.0,8.0,12.0,-1.4,0.4,461.27259629164047,10880000.0,5180000.0,2.1003861003861
Sekhukhune United,Richards Bay,2.0,0.0,FINISHED,2024-10-29,1557246,Matchday 6,2024-2025,1557246,H,10.0,5.0,13.0,15.0,0.4,-0.2,594.6220991882807,9700000.0,6880000.0,1.4098837209302326
TS Galaxy,Orlando Pirates,0.0,2.0,FINISHED,2024-10-29,1557245,Matchday 6,2024-2025,1557245,A,1.0,15.0,8.0,22.0,-0.8,1.6,312.8377902530316,3680000.0,22330000.0,0.16480071652485445
Magesi,Kaizer Chiefs,2.0,2.0,FINISHED,2024-10-30,1557241,Matchday 6,2024-2025,1557241,D,5.0,6.0,5.0,12.0,-0.4,-0.2,300.0781538760699,,16230000.0,
Mamelodi Sundowns,Cape Town City,3.0,0.0,FINISHED,2024-10-30,1557197,Matchday 6,2024-2025,1557197,H,12.0,8.0,22.0,16.0,1.2,-0.2,1309.0092023555278,40400000.0,,
Golden Arrows,Siwelele,0.0,0.0,FINISHED,2024-10-30,1557226,Matchday 6,2024-2025,1557226,D,6.0,7.0,12.0,13.0,-0.2,-0.2,459.8354704753759,6830000.0,5250000.0,1.3009523809523809
Royal AM,Polokwane City,0.0,1.0,FINISHED,2024-10-30,1557240,Matchday 6,2024-2025,1557240,A,6.0,10.0,11.0,19.0,0.2,0.2,680.0507766550901,,4680000.0,
Stellenbosch,Marumo Gallants,1.0,0.0,FINISHED,2024-10-31,1557243,Matchday 6,2024-2025,1557243,H,8.0,4.0,12.0,9.0,0.6,-1.0,875.4385978904638,6080000.0,2930000.0,2.0750853242320817
Orlando Pirates,Richards Bay,1.0,0.0,FINISHED,2024-11-05,1557333,Matchday 17,2024-2025,1557333,H,15.0,2.0,22.0,12.0,1.8,-0.8,494.1785726193095,22330000.0,6880000.0,3.245639534883721
Mamelodi Sundowns,Polokwane City,2.0,0.0,FINISHED,2024-11-06,1557336,Matchday 17,2024-2025,1557336,H,12.0,10.0,22.0,19.0,1.4,0.2,239.07194874410342,40400000.0,4680000.0,8.632478632478632
Stellenbosch,TS Galaxy,1.0,1.0,FINISHED,2024-11-06,1557186,Matchday 13,2024-2025,1557186,D,11.0,1.0,12.0,7.0,1.2,-1.0,1496.21522813951,6080000.0,3680000.0,1.6521739130434783
Chippa United,Siwelele,0.0,0.0,FINISHED,2024-11-26,1557231,Matchday 8,2024-2025,1557231,D,7.0,7.0,12.0,13.0,-0.2,-0.2,454.90581570858905,5180000.0,5250000.0,0.9866666666666667
Sekhukhune United,TS Galaxy,1.0,3.0,FINISHED,2024-11-26,1557244,Matchday 8,2024-2025,1557244,A,10.0,2.0,16.0,7.0,0.6,-0.8,225.8571765261528,9700000.0,3680000.0,2.635869565217391
Royal AM,Golden Arrows,2.0,3.0,FINISHED,2024-11-26,1557229,Matchday 8,2024-2025,1557229,A,5.0,4.0,11.0,13.0,0.0,-0.6,6.925397570849175,,6830000.0,
Kaizer Chiefs,Richards Bay,2.0,1.0,FINISHED,2024-11-27,1557164,Matchday 8,2024-2025,1557164,H,7.0,2.0,10.0,11.0,0.2,-0.8,489.1277826434645,16230000.0,6880000.0,2.359011627906977
Cape Town City,Polokwane City,1.0,0.0,FINISHED,2024-11-27,1557199,Matchday 8,2024-2025,1557199,H,5.0,7.0,15.0,18.0,-1.0,-0.6,1543.7319474521614,,4680000.0,
Siwelele,Marumo Gallants,0.0,1.0,FINISHED,2024-11-29,1557232,Matchday 7,2024-2025,1557232,A,5.0,4.0,13.0,6.0,-0.4,-1.0,0.0,5250000.0,2930000.0,1.7918088737201365
Kaizer Chiefs,Royal AM,2.0,2.0,FINISHED,2024-11-30,1557236,Matchday 7,2024-2025,1557236,D,7.0,4.0,13.0,11.0,0.2,-0.2,497.6487365037908,16230000.0,,
Richards Bay,AmaZulu,1.0,3.0,FINISHED,2024-11-30,1557239,Matchday 7,2024-2025,1557239,A,1.0,3.0,8.0,8.0,-1.0,-0.6,156.37380129368893,6880000.0,10880000.0,0.6323529411764706
Chippa United,Magesi,2.0,0.0,FINISHED,2024-11-30,1557234,Matchday 7,2024-2025,1557234,H,7.0,6.0,12.0,6.0,-0.2,-0.2,1027.8230520333616,5180000.0,,
Mamelodi Sundowns,Sekhukhune United,3.0,0.0,FINISHED,2024-11-30,1557237,Matchday 7,2024-2025,1557237,H,12.0,7.0,22.0,15.0,1.2,0.0,239.01816026096265,40400000.0,9700000.0,4.164948453608248
Orlando Pirates,Stellenbosch,0.0,1.0,FINISHED,2024-12-01,1557233,Matchday 7,2024-2025,1557233,A,15.0,9.0,22.0,12.0,1.4,0.6,1220.6858842275062,22330000.0,6080000.0,3.6726973684210527
Golden Arrows,Cape Town City,3.0,2.0,FINISHED,2024-12-01,1557238,Matchday 7,2024-2025,1557238,H,4.0,7.0,15.0,18.0,-0.8,-0.8,1255.9775933974524,6830000.0,,
Polokwane City,TS Galaxy,1.0,1.0,FINISHED,2024-12-01,1557235,Matchday 7,2024-2025,1557235,D,7.0,5.0,17.0,9.0,-0.2,-0.2,225.81389740526924,4680000.0,3680000.0,1.2717391304347827
Richards Bay,Siwelele,0.0,1.0,FINISHED,2024-12-06,1557161,Matchday 9,2024-2025,1557161,A,1.0,5.0,8.0,10.0,-1.2,-0.4,568.4884950647302,6880000.0,5250000.0,1.3104761904761906
Sekhukhune United,Cape Town City,1.0,0.0,FINISHED,2024-12-07,1557158,Matchday 9,2024-2025,1557158,H,6.0,7.0,14.0,15.0,-0.6,-0.4,1543.6679540867367,9700000.0,,
TS Galaxy,AmaZulu,1.0,0.0,FINISHED,2024-12-07,1557159,Matchday 9,2024-2025,1557159,H,6.0,6.0,7.0,11.0,0.0,0.0,485.7237565219576,3680000.0,10880000.0,0.3382352941176471
Stellenbosch,Royal AM,,,UPCOMING,2024-12-07,1557163,Matchday 9,2024-2025,1557163,,11.0,4.0,15.0,11.0,0.8,-0.2,1217.2577336136833,6080000.0,,
Marumo Gallants,Magesi,3.0,1.0,FINISHED,2024-12-07,1557160,Matchday 9,2024-2025,1557160,H,7.0,6.0,8.0,6.0,-0.4,-0.2,669.483723717032,2930000.0,,
Polokwane City,Kaizer Chiefs,2.0,0.0,FINISHED,2024-12-08,1557156,Matchday 9,2024-2025,1557156,H,7.0,5.0,17.0,13.0,-0.2,-0.2,297.2773652263127,4680000.0,16230000.0,0.28835489833641403
AmaZulu,Royal AM,2.0,1.0,FINISHED,2024-12-13,1557155,Matchday 10,2024-2025,1557155,H,6.0,4.0,10.0,8.0,0.2,0.0,17.3943183164239,10880000.0,,
Chippa United,Cape Town City,0.0,1.0,FINISHED,2024-12-14,1557168,Matchday 10,2024-2025,1557168,A,7.0,4.0,14.0,14.0,0.0,-0.8,886.1355341470515,5180000.0,,
Siwelele,Magesi,1.0,0.0,FINISHED,2024-12-14,1557150,Matchday 10,2024-2025,1557150,H,8.0,3.0,12.0,6.0,0.2,-0.8,669.483723717032,5250000.0,,
Golden Arrows,Richards Bay,0.0,1.0,FINISHED,2024-12-14,1557153,Matchday 10,2024-2025,1557153,A,7.0,0.0,17.0,5.0,-0.4,-1.4,176.48139239943563,6830000.0,6880000.0,0.9927325581395349
Polokwane City,Marumo Gallants,1.0,0.0,FINISHED,2024-12-15,1557149,Matchday 10,2024-2025,1557149,H,7.0,10.0,17.0,10.0,0.0,0.6,666.4603285034987,4680000.0,2930000.0,1.5972696245733788
TS Galaxy,Kaizer Chiefs,1.0,1.0,FINISHED,2024-12-16,1557148,Matchday 10,2024-2025,1557148,D,8.0,5.0,9.0,12.0,0.2,-0.4,307.1715110310044,3680000.0,16230000.0,0.22674060382008626
Stellenbosch,Mamelodi Sundowns,0.0,1.0,FINISHED,2024-12-18,1557151,Matchday 10,2024-2025,1557151,A,8.0,12.0,15.0,22.0,0.5,1.6,1280.0575148753778,6080000.0,40400000.0,0.1504950495049505
Orlando Pirates,Marumo Gallants,8.0,1.0,FINISHED,2024-12-24,1557375,Matchday 20,2024-2025,1557375,H,12.0,7.0,22.0,10.0,1.0,0.2,367.02395017310073,22330000.0,2930000.0,7.621160409556314
AmaZulu,Mamelodi Sundowns,0.0,1.0,FINISHED,2024-12-24,1557165,Matchday 8,2024-2025,1557165,A,9.0,12.0,12.0,24.0,0.6,1.6,530.738182466435,10880000.0,40400000.0,0.2693069306930693
Siwelele,Stellenbosch,1.0,1.0,FINISHED,2024-12-28,1557144,Matchday 11,2024-2025,1557144,D,8.0,7.0,15.0,15.0,0.2,0.25,875.4385978904638,5250000.0,6080000.0,0.8634868421052632
Sekhukhune United,Marumo Gallants,1.0,0.0,FINISHED,2024-12-28,1557145,Matchday 11,2024-2025,1557145,H,6.0,6.0,16.0,10.0,-0.8,-1.2,666.410273920029,9700000.0,2930000.0,3.310580204778157
Richards Bay,Mamelodi Sundowns,0.0,2.0,FINISHED,2024-12-28,1557147,Matchday 11,2024-2025,1557147,A,3.0,15.0,5.0,27.0,-0.8,2.0,504.13032975002403,6880000.0,40400000.0,0.1702970297029703
Golden Arrows,Polokwane City,0.0,0.0,FINISHED,2024-12-28,1557146,Matchday 11,2024-2025,1557146,D,7.0,7.0,16.0,17.0,-0.2,0.0,686.9358434887893,6830000.0,4680000.0,1.4594017094017093
Royal AM,TS Galaxy,1.0,3.0,FINISHED,2024-12-29,1557143,Matchday 11,2024-2025,1557143,A,1.0,9.0,7.0,10.0,-0.75,0.6,494.69623894305175,,3680000.0,
Magesi,Orlando Pirates,0.0,1.0,FINISHED,2024-12-29,1557142,Matchday 11,2024-2025,1557142,A,2.0,12.0,6.0,25.0,-1.0,2.0,302.680704101384,,22330000.0,
Cape Town City,AmaZulu,0.0,1.0,FINISHED,2024-12-29,1557141,Matchday 11,2024-2025,1557141,A,6.0,9.0,14.0,9.0,-0.6,0.6,1273.874589325814,,10880000.0,
Kaizer Chiefs,Chippa United,1.0,0.0,FINISHED,2024-12-29,1557140,Matchday 11,2024-2025,1557140,H,6.0,7.0,12.0,14.0,-0.2,0.2,753.05841286102,16230000.0,5180000.0,3.1332046332046333
TS Galaxy,Magesi,0.0,0.0,FINISHED,2025-01-04,1557182,Matchday 12,2024-2025,1557182,D,11.0,1.0,13.0,6.0,1.0,-1.2,236.977316740276,3680000.0,,
Marumo Gallants,Richards Bay,0.0,0.0,FINISHED,2025-01-04,1557194,Matchday 12,2024-2025,1557194,D,6.0,3.0,10.0,5.0,-1.2,-1.0,568.4884950647302,2930000.0,6880000.0,0.4258720930232558
AmaZulu,Golden Arrows,0.0,0.0,FINISHED,2025-01-04,1557196,Matchday 12,2024-2025,1557196,D,9.0,8.0,12.0,14.0,0.4,0.2,20.109034086532077,10880000.0,6830000.0,1.5929721815519766
Polokwane City,Sekhukhune United,1.0,1.0,FINISHED,2025-01-05,1557193,Matchday 12,2024-2025,1557193,D,8.0,9.0,15.0,19.0,0.4,-0.2,0.08283526967326009,4680000.0,9700000.0,0.4824742268041237
Cape Town City,Kaizer Chiefs,1.0,0.0,FINISHED,2025-01-05,1557192,Matchday 12,2024-2025,1557192,H,6.0,8.0,11.0,15.0,-0.2,0.0,1253.9829474188039,,16230000.0,
Cape Town City,Orlando Pirates,1.0,0.0,FINISHED,2025-01-08,1557218,Matchday 2,2024-2025,1557218,H,6.0,12.0,13.0,27.0,-0.2,2.0,1250.0122779478036,,22330000.0,
Kaizer Chiefs,Stellenbosch,2.0,1.0,FINISHED,2025-01-08,1557213,Matchday 2,2024-2025,1557213,H,5.0,5.0,12.0,16.0,-0.4,0.0,1224.541902196886,16230000.0,6080000.0,2.669407894736842
AmaZulu,Sekhukhune United,0.0,2.0,FINISHED,2025-01-08,1557228,Matchday 2,2024-2025,1557228,A,7.0,7.0,13.0,17.0,0.0,-0.6,674.5546298160202,10880000.0,9700000.0,1.1216494845360825
Magesi,AmaZulu,0.0,1.0,FINISHED,2025-01-11,1557190,Matchday 13,2024-2025,1557190,A,1.0,7.0,7.0,13.0,-1.2,-0.2,683.911466747501,,10880000.0,
Marumo Gallants,Cape Town City,1.0,0.0,FINISHED,2025-01-11,1557188,Matchday 13,2024-2025,1557188,H,4.0,9.0,11.0,16.0,-1.4,0.2,908.4018379382446,2930000.0,,
Chippa United,Royal AM,,,UPCOMING,2025-01-11,1557187,Matchday 13,2024-2025,1557187,,4.0,1.0,14.0,6.0,-0.4,-1.0,444.9043999405845,5180000.0,,
Kaizer Chiefs,Golden Arrows,0.0,1.0,FINISHED,2025-01-12,1557185,Matchday 13,2024-2025,1557185,A,7.0,8.0,12.0,12.0,-0.2,0.2,504.272327791487,16230000.0,6830000.0,2.376281112737921
Siwelele,Sekhukhune United,0.0,3.0,FINISHED,2025-01-12,1557166,Matchday 13,2024-2025,1557166,A,8.0,10.0,15.0,17.0,0.2,0.2,666.410273920029,5250000.0,9700000.0,0.5412371134020618
Cape Town City,Richards Bay,2.0,1.0,FINISHED,2025-01-17,1557181,Matchday 14,2024-2025,1557181,H,9.0,4.0,13.0,5.0,0.2,-0.8,1415.8509158453583,,6880000.0,
Siwelele,Polokwane City,0.0,1.0,FINISHED,2025-01-17,1557258,Matchday 14,2024-2025,1557258,A,7.0,9.0,12.0,16.0,-0.4,0.6,666.4603285034987,5250000.0,4680000.0,1.1217948717948718
Golden Arrows,TS Galaxy,1.0,1.0,FINISHED,2025-01-18,1557180,Matchday 14,2024-2025,1557180,D,8.0,9.0,12.0,14.0,0.2,0.6,501.2492909934793,6830000.0,3680000.0,1.8559782608695652
Chippa United,Marumo Gallants,2.0,2.0,FINISHED,2025-01-18,1557178,Matchday 14,2024-2025,1557178,D,4.0,4.0,11.0,14.0,0.0,-1.6,454.90581570858905,5180000.0,2930000.0,1.7679180887372015
Kaizer Chiefs,Sekhukhune United,1.0,0.0,FINISHED,2025-01-19,1557177,Matchday 14,2024-2025,1557177,H,7.0,13.0,12.0,19.0,0.0,1.4,297.22531271282986,16230000.0,9700000.0,1.6731958762886598
Magesi,Mamelodi Sundowns,1.0,2.0,FINISHED,2025-01-22,1557179,Matchday 14,2024-2025,1557179,A,1.0,15.0,7.0,27.0,-1.0,1.8,241.6252502807211,,40400000.0,
Royal AM,Orlando Pirates,,,UPCOMING,2025-01-23,1557183,Matchday 14,2024-2025,1557183,,1.0,9.0,5.0,24.0,-1.0,1.4,501.29312065190766,,22330000.0,
AmaZulu,Stellenbosch,0.0,5.0,FINISHED,2025-01-23,1557176,Matchday 14,2024-2025,1557176,A,7.0,4.0,16.0,13.0,-0.2,-0.25,1234.5377123884953,10880000.0,6080000.0,1.7894736842105263
Richards Bay,Magesi,0.0,0.0,FINISHED,2025-01-31,1557175,Matchday 15,2024-2025,1557175,D,4.0,1.0,5.0,4.0,-0.6,-0.8,605.0542792381086,6880000.0,,
Polokwane City,Chippa United,1.0,0.0,FINISHED,2025-02-01,1557171,Matchday 15,2024-2025,1557171,H,11.0,4.0,18.0,11.0,0.8,0.0,1021.3306183362473,4680000.0,5180000.0,0.9034749034749034
Stellenbosch,Sekhukhune United,1.0,1.0,FINISHED,2025-02-01,1557174,Matchday 15,2024-2025,1557174,D,4.0,10.0,15.0,16.0,0.75,1.0,1515.6973046794312,6080000.0,9700000.0,0.6268041237113402
Marumo Gallants,Royal AM,,,UPCOMING,2025-02-01,1557173,Matchday 15,2024-2025,1557173,,5.0,0.0,12.0,4.0,-1.4,-1.5,456.58950795785546,2930000.0,,
AmaZulu,Siwelele,2.0,1.0,FINISHED,2025-02-01,1557170,Matchday 15,2024-2025,1557170,H,7.0,7.0,16.0,12.0,-1.0,-0.4,469.9550370235814,10880000.0,5250000.0,2.072380952380952
Orlando Pirates,Kaizer Chiefs,1.0,0.0,FINISHED,2025-02-01,1557172,Matchday 15,2024-2025,1557172,H,6.0,9.0,21.0,15.0,1.5,0.2,5.978268699146683,22330000.0,16230000.0,1.3758471965495995
TS Galaxy,Cape Town City,2.0,0.0,FINISHED,2025-02-02,1557169,Matchday 15,2024-2025,1557169,H,9.0,9.0,15.0,15.0,0.6,0.2,1528.712355504249,3680000.0,,
Mamelodi Sundowns,Golden Arrows,4.0,0.0,FINISHED,2025-02-02,1557184,Matchday 15,2024-2025,1557184,H,15.0,6.0,27.0,13.0,1.6,0.0,537.6085491295763,40400000.0,6830000.0,5.915080527086384
Kaizer Chiefs,AmaZulu,2.0,2.0,FINISHED,2025-02-04,1557344,Matchday 16,2024-2025,1557344,D,6.0,7.0,14.0,16.0,-0.2,-1.0,499.21680619064676,16230000.0,10880000.0,1.4917279411764706
Royal AM,Stellenbosch,,,UPCOMING,2025-02-04,1557345,Matchday 16,2024-2025,1557345,,0.0,5.0,4.0,13.0,-1.5,0.6,1217.2577336136833,,6080000.0,
Richards Bay,Marumo Gallants,2.0,1.0,FINISHED,2025-02-04,1557332,Matchday 16,2024-2025,1557332,H,5.0,5.0,5.0,11.0,-0.4,0.0,568.4884950647302,6880000.0,2930000.0,2.348122866894198
Magesi,Chippa United,1.0,4.0,FINISHED,2025-02-05,1557318,Matchday 16,2024-2025,1557318,A,2.0,1.0,4.0,8.0,-0.6,-0.75,1027.8230520333616,,5180000.0,
Cape Town City,Golden Arrows,1.0,1.0,FINISHED,2025-02-05,1557343,Matchday 16,2024-2025,1557343,D,9.0,6.0,15.0,13.0,0.0,-0.6,1255.9775933974524,,6830000.0,
Siwelele,Mamelodi Sundowns,0.0,3.0,FINISHED,2025-02-05,1557341,Matchday 16,2024-2025,1557341,A,4.0,15.0,12.0,27.0,-0.8,1.8,428.0130608722853,5250000.0,40400000.0,0.12995049504950495
Sekhukhune United,Orlando Pirates,1.0,2.0,FINISHED,2025-02-05,1557342,Matchday 16,2024-2025,1557342,A,8.0,9.0,17.0,21.0,0.8,2.0,300.02049415232636,9700000.0,22330000.0,0.4343931930138827
TS Galaxy,Polokwane City,0.0,0.0,FINISHED,2025-02-05,1557340,Matchday 16,2024-2025,1557340,D,9.0,11.0,17.0,18.0,0.8,0.6,225.81389740526924,3680000.0,4680000.0,0.7863247863247863
AmaZulu,Marumo Gallants,2.0,0.0,FINISHED,2025-02-07,1557339,Matchday 17,2024-2025,1557339,H,7.0,5.0,14.0,11.0,-1.0,0.0,469.9550370235814,10880000.0,2930000.0,3.7133105802047783
Stellenbosch,Kaizer Chiefs,0.0,1.0,FINISHED,2025-02-07,1557338,Matchday 17,2024-2025,1557338,A,5.0,7.0,12.0,12.0,1.0,0.0,1224.541902196886,6080000.0,16230000.0,0.37461491065927294
Magesi,Cape Town City,2.0,0.0,FINISHED,2025-02-08,1557337,Matchday 17,2024-2025,1557337,H,2.0,7.0,3.0,13.0,-1.0,-0.2,1544.1162690420529,,,
TS Galaxy,Chippa United,1.0,0.0,FINISHED,2025-02-08,1557335,Matchday 17,2024-2025,1557335,H,9.0,4.0,18.0,11.0,0.8,0.25,888.662992481296,3680000.0,5180000.0,0.7104247104247104
Richards Bay,Polokwane City,2.0,0.0,FINISHED,2025-02-08,1557191,Matchday 13,2024-2025,1557191,H,5.0,9.0,8.0,16.0,-0.4,0.4,594.599100630916,6880000.0,4680000.0,1.4700854700854702
Mamelodi Sundowns,Orlando Pirates,4.0,1.0,FINISHED,2025-02-08,1557189,Matchday 13,2024-2025,1557189,H,15.0,9.0,27.0,21.0,2.2,0.5,61.05551098911179,40400000.0,22330000.0,1.8092252575011196
Sekhukhune United,Siwelele,1.0,1.0,FINISHED,2025-02-09,1557348,Matchday 17,2024-2025,1557348,D,7.0,1.0,14.0,9.0,0.6,-1.6,666.410273920029,9700000.0,5250000.0,1.8476190476190477
Golden Arrows,Royal AM,,,UPCOMING,2025-02-09,1557347,Matchday 17,2024-2025,1557347,,6.0,0.0,14.0,1.0,-0.6,-2.0,6.925397570849175,6830000.0,,
TS Galaxy,Mamelodi Sundowns,1.0,0.0,FINISHED,2025-02-11,1557219,Matchday 2,2024-2025,1557219,H,9.0,15.0,20.0,30.0,0.6,2.6,273.38745252065416,3680000.0,40400000.0,0.09108910891089109
Richards Bay,Royal AM,,,UPCOMING,2025-02-18,1557328,Matchday 18,2024-2025,1557328,,8.0,,11.0,1.0,0.4,,172.9234678429387,6880000.0,,
Polokwane City,Magesi,0.0,1.0,FINISHED,2025-02-18,1557329,Matchday 18,2024-2025,1557329,A,8.0,4.0,16.0,5.0,0.0,-0.6,11.225364333413253,4680000.0,,
Kaizer Chiefs,Siwelele,1.0,4.0,FINISHED,2025-02-18,1557331,Matchday 18,2024-2025,1557331,A,7.0,1.0,14.0,9.0,0.0,-1.6,369.4351841819827,16230000.0,5250000.0,3.0914285714285716
Cape Town City,Chippa United,0.0,2.0,FINISHED,2025-02-18,1557330,Matchday 18,2024-2025,1557330,A,4.0,4.0,13.0,8.0,-0.8,0.25,886.1355341470515,,5180000.0,
