home_team,away_team,home_score,away_score,status,date,netsport_id,matchday,season,match_id,result
Siwelele,Baroka FC,2,0,FINISHED,2021-10-16,1297537,Matchday 7,2021-2022,1297537,H
Kaizer Chiefs,Chippa United,4,0,FINISHED,2021-10-16,1297536,Matchday 7,2021-2022,1297536,H
Swallows FC,Stellenbosch,1,1,FINISHED,2021-10-17,1297534,Matchday 7,2021-2022,1297534,D
Marumo Gallants,Royal AM,2,2,FINISHED,2021-10-19,1297539,Matchday 7,2021-2022,1297539,D
TS Galaxy,AmaZulu,0,1,FINISHED,2021-10-19,1297535,Matchday 7,2021-2022,1297535,A
Golden Arrows,Mamelodi Sundowns,0,1,FINISHED,2021-10-20,1297538,Matchday 7,2021-2022,1297538,A
Maritzburg United,Orlando Pirates,0,0,FINISHED,2021-10-20,1297533,Matchday 7,2021-2022,1297533,D
Maritzburg United,TS Galaxy,1,0,FINISHED,2021-10-23,1297545,Matchday 8,2021-2022,1297545,H
Cape Town City,Golden Arrows,4,3,FINISHED,2021-10-23,1297500,Matchday 8,2021-2022,1297500,H
Chippa United,Swallows FC,0,0,FINISHED,2021-10-24,1297466,Matchday 8,2021-2022,1297466,D
Siwelele,Kaizer Chiefs,1,2,FINISHED,2021-10-24,1297465,Matchday 8,2021-2022,1297465,A
Stellenbosch,Marumo Gallants,1,0,FINISHED,2021-10-27,1297530,Matchday 8,2021-2022,1297530,H
Sekhukhune United,AmaZulu,2,0,FINISHED,2021-10-27,1297531,Matchday 8,2021-2022,1297531,H
Orlando Pirates,Royal AM,1,1,FINISHED,2021-10-28,1297532,Matchday 8,2021-2022,1297532,D
Baroka FC,Mamelodi Sundowns,1,1,FINISHED,2022-02-14,1297453,Matchday 8,2021-2022,1297453,D
Kaizer Chiefs,Stellenbosch,0,1,FINISHED,2021-11-02,1297464,Matchday 9,2021-2022,1297464,A
TS Galaxy,Baroka FC,2,1,FINISHED,2021-11-02,1297460,Matchday 9,2021-2022,1297460,H
Golden Arrows,Swallows FC,0,0,FINISHED,2021-11-02,1297462,Matchday 9,2021-2022,1297462,D
Orlando Pirates,Sekhukhune United,2,1,FINISHED,2021-11-02,1297461,Matchday 9,2021-2022,1297461,H
Royal AM,Siwelele,2,1,FINISHED,2021-11-02,1297459,Matchday 9,2021-2022,1297459,H
Cape Town City,Chippa United,1,0,FINISHED,2021-11-03,1297463,Matchday 9,2021-2022,1297463,H
Mamelodi Sundowns,Maritzburg United,1,0,FINISHED,2021-11-03,1297457,Matchday 9,2021-2022,1297457,H
AmaZulu,Marumo Gallants,0,0,FINISHED,2021-11-04,1297458,Matchday 9,2021-2022,1297458,D
Siwelele,TS Galaxy,2,1,FINISHED,2021-11-05,1297456,Matchday 10,2021-2022,1297456,H
Kaizer Chiefs,Orlando Pirates,2,1,FINISHED,2021-11-06,1297468,Matchday 10,2021-2022,1297468,H
Stellenbosch,Golden Arrows,0,0,FINISHED,2021-11-06,1297469,Matchday 10,2021-2022,1297469,D
Swallows FC,Sekhukhune United,0,1,FINISHED,2021-11-07,1297450,Matchday 10,2021-2022,1297450,A
Chippa United,Maritzburg United,0,0,FINISHED,2021-11-07,1297449,Matchday 10,2021-2022,1297449,D
Royal AM,Baroka FC,1,1,FINISHED,2021-11-07,1297452,Matchday 10,2021-2022,1297452,D
Marumo Gallants,Mamelodi Sundowns,0,4,FINISHED,2021-11-07,1297451,Matchday 10,2021-2022,1297451,A
AmaZulu,Cape Town City,2,0,FINISHED,2021-11-07,1297454,Matchday 10,2021-2022,1297454,H
Golden Arrows,Orlando Pirates,0,0,FINISHED,2021-11-20,1297446,Matchday 11,2021-2022,1297446,D
Stellenbosch,AmaZulu,2,2,FINISHED,2021-11-20,1297448,Matchday 11,2021-2022,1297448,D
Siwelele,Marumo Gallants,1,2,FINISHED,2021-11-20,1297445,Matchday 11,2021-2022,1297445,A
Baroka FC,Chippa United,0,1,FINISHED,2021-11-20,1297443,Matchday 11,2021-2022,1297443,A
Cape Town City,Mamelodi Sundowns,0,0,FINISHED,2021-11-20,1297444,Matchday 11,2021-2022,1297444,D
Sekhukhune United,Royal AM,1,0,FINISHED,2021-11-20,1297447,Matchday 11,2021-2022,1297447,H
TS Galaxy,Swallows FC,1,0,FINISHED,2021-11-21,1297442,Matchday 11,2021-2022,1297442,H
Maritzburg United,Kaizer Chiefs,0,1,FINISHED,2021-11-21,1297441,Matchday 11,2021-2022,1297441,A
Mamelodi Sundowns,Sekhukhune United,2,0,FINISHED,2021-11-27,1297483,Matchday 12,2021-2022,1297483,H
TS Galaxy,Cape Town City,2,2,FINISHED,2021-11-27,1297440,Matchday 12,2021-2022,1297440,D
Swallows FC,Kaizer Chiefs,1,3,FINISHED,2021-11-28,1297495,Matchday 12,2021-2022,1297495,A
Royal AM,Stellenbosch,1,0,FINISHED,2021-11-28,1297494,Matchday 12,2021-2022,1297494,H
Golden Arrows,Baroka FC,3,2,FINISHED,2021-11-28,1297455,Matchday 12,2021-2022,1297455,H
Maritzburg United,AmaZulu,1,1,FINISHED,2021-11-28,1297493,Matchday 12,2021-2022,1297493,D
Marumo Gallants,Chippa United,0,0,FINISHED,2022-03-16,1297497,Matchday 12,2021-2022,1297497,D
Orlando Pirates,Siwelele,3,2,FINISHED,2022-03-16,1297496,Matchday 12,2021-2022,1297496,H
Marumo Gallants,TS Galaxy,3,1,FINISHED,2021-12-01,1297489,Matchday 13,2021-2022,1297489,H
Orlando Pirates,Baroka FC,0,0,FINISHED,2021-12-02,1297492,Matchday 13,2021-2022,1297492,D
Swallows FC,Maritzburg United,1,1,FINISHED,2021-12-04,1297488,Matchday 13,2021-2022,1297488,D
AmaZulu,Royal AM,0,0,FINISHED,2021-12-04,1297491,Matchday 13,2021-2022,1297491,D
Chippa United,Golden Arrows,1,2,FINISHED,2021-12-04,1297490,Matchday 13,2021-2022,1297490,A
Stellenbosch,Mamelodi Sundowns,1,1,FINISHED,2021-12-04,1297486,Matchday 13,2021-2022,1297486,D
Siwelele,Sekhukhune United,0,1,FINISHED,2021-12-05,1297467,Matchday 13,2021-2022,1297467,A
Kaizer Chiefs,Cape Town City,1,2,FINISHED,2022-04-30,1297487,Matchday 13,2021-2022,1297487,A
TS Galaxy,Chippa United,3,1,FINISHED,2021-12-07,1297484,Matchday 14,2021-2022,1297484,H
Cape Town City,Maritzburg United,3,2,FINISHED,2021-12-07,1297559,Matchday 14,2021-2022,1297559,H
Mamelodi Sundowns,Royal AM,3,2,FINISHED,2021-12-08,1297479,Matchday 14,2021-2022,1297479,H
Sekhukhune United,Marumo Gallants,0,1,FINISHED,2021-12-08,1297478,Matchday 14,2021-2022,1297478,A
Baroka FC,Swallows FC,0,1,FINISHED,2021-12-08,1297481,Matchday 14,2021-2022,1297481,A
Stellenbosch,Siwelele,0,1,FINISHED,2021-12-08,1297477,Matchday 14,2021-2022,1297477,A
AmaZulu,Orlando Pirates,1,1,FINISHED,2021-12-08,1297482,Matchday 14,2021-2022,1297482,D
Golden Arrows,Kaizer Chiefs,2,1,FINISHED,2022-04-27,1297480,Matchday 14,2021-2022,1297480,H
Chippa United,AmaZulu,1,1,FINISHED,2021-12-11,1297474,Matchday 15,2021-2022,1297474,D
Swallows FC,Marumo Gallants,0,1,FINISHED,2021-12-11,1297476,Matchday 15,2021-2022,1297476,A
Baroka FC,Cape Town City,0,0,FINISHED,2021-12-11,1297473,Matchday 15,2021-2022,1297473,D
Orlando Pirates,TS Galaxy,2,0,FINISHED,2021-12-11,1297475,Matchday 15,2021-2022,1297475,H
Siwelele,Mamelodi Sundowns,0,1,FINISHED,2021-12-11,1297472,Matchday 15,2021-2022,1297472,A
Royal AM,Golden Arrows,0,0,FINISHED,2021-12-12,1297471,Matchday 15,2021-2022,1297471,D
Maritzburg United,Stellenbosch,0,0,FINISHED,2021-12-12,1297485,Matchday 15,2021-2022,1297485,D
Kaizer Chiefs,Sekhukhune United,2,0,FINISHED,2021-12-12,1297470,Matchday 15,2021-2022,1297470,H
Marumo Gallants,AmaZulu,0,1,FINISHED,2021-12-17,1297633,Matchday 16,2021-2022,1297633,A
Mamelodi Sundowns,Orlando Pirates,4,1,FINISHED,2021-12-17,1297619,Matchday 16,2021-2022,1297619,H
Golden Arrows,TS Galaxy,1,1,FINISHED,2021-12-18,1297645,Matchday 16,2021-2022,1297645,D
Stellenbosch,Baroka FC,1,0,FINISHED,2021-12-18,1297646,Matchday 16,2021-2022,1297646,H
Sekhukhune United,Siwelele,0,0,FINISHED,2021-12-18,1297644,Matchday 16,2021-2022,1297644,D
Cape Town City,Swallows FC,2,1,FINISHED,2021-12-18,1297643,Matchday 16,2021-2022,1297643,H
Royal AM,Kaizer Chiefs,1,0,FINISHED,2021-12-19,1297642,Matchday 16,2021-2022,1297642,H
Maritzburg United,Chippa United,0,2,FINISHED,2021-12-19,1297641,Matchday 16,2021-2022,1297641,A
Orlando Pirates,Marumo Gallants,2,1,FINISHED,2021-12-20,1297639,Matchday 17,2021-2022,1297639,H
AmaZulu,Mamelodi Sundowns,1,0,FINISHED,2021-12-20,1297640,Matchday 17,2021-2022,1297640,H
TS Galaxy,Stellenbosch,0,1,FINISHED,2021-12-22,1297634,Matchday 17,2021-2022,1297634,A
Baroka FC,Royal AM,1,0,FINISHED,2021-12-22,1297637,Matchday 17,2021-2022,1297637,H
Swallows FC,Golden Arrows,2,2,FINISHED,2021-12-22,1297648,Matchday 17,2021-2022,1297648,D
Chippa United,Sekhukhune United,0,0,FINISHED,2021-12-22,1297649,Matchday 17,2021-2022,1297649,D
Siwelele,Cape Town City,3,2,FINISHED,2021-12-22,1297638,Matchday 17,2021-2022,1297638,H
Kaizer Chiefs,Maritzburg United,2,0,FINISHED,2021-12-22,1297636,Matchday 17,2021-2022,1297636,H
Mamelodi Sundowns,Chippa United,2,0,FINISHED,2022-02-07,1297628,Matchday 18,2021-2022,1297628,H
Royal AM,Sekhukhune United,1,0,FINISHED,2022-02-15,1297632,Matchday 18,2021-2022,1297632,H
Cape Town City,Kaizer Chiefs,0,0,FINISHED,2022-02-15,1297630,Matchday 18,2021-2022,1297630,D
Maritzburg United,Siwelele,2,1,FINISHED,2022-02-15,1297631,Matchday 18,2021-2022,1297631,H
Stellenbosch,Swallows FC,1,1,FINISHED,2022-02-16,1297627,Matchday 18,2021-2022,1297627,D
Orlando Pirates,Golden Arrows,0,0,FINISHED,2022-02-16,1297625,Matchday 18,2021-2022,1297625,D
AmaZulu,TS Galaxy,0,0,FINISHED,2022-02-22,1297629,Matchday 18,2021-2022,1297629,D
Marumo Gallants,Baroka FC,3,0,FINISHED,2022-03-02,1297626,Matchday 18,2021-2022,1297626,H
Marumo Gallants,Maritzburg United,0,0,FINISHED,2021-11-24,1297624,Matchday 19,2021-2022,1297624,D
Kaizer Chiefs,AmaZulu,1,1,FINISHED,2021-11-24,1297621,Matchday 19,2021-2022,1297621,D
Stellenbosch,Orlando Pirates,0,3,FINISHED,2021-11-24,1297623,Matchday 19,2021-2022,1297623,A
Mamelodi Sundowns,Siwelele,2,2,FINISHED,2021-11-24,1297677,Matchday 19,2021-2022,1297677,D
Chippa United,Royal AM,2,2,FINISHED,2022-02-19,1297622,Matchday 19,2021-2022,1297622,D
Swallows FC,TS Galaxy,0,1,FINISHED,2022-02-19,1297663,Matchday 19,2021-2022,1297663,A
Golden Arrows,Cape Town City,0,1,FINISHED,2022-02-20,1297635,Matchday 19,2021-2022,1297635,A
Sekhukhune United,Baroka FC,4,0,FINISHED,2022-02-20,1297557,Matchday 19,2021-2022,1297557,H
Maritzburg United,Golden Arrows,1,2,FINISHED,2022-02-25,1297676,Matchday 20,2021-2022,1297676,A
Chippa United,Marumo Gallants,2,3,FINISHED,2022-02-26,1297673,Matchday 20,2021-2022,1297673,A
Sekhukhune United,Swallows FC,0,1,FINISHED,2022-02-26,1297671,Matchday 20,2021-2022,1297671,A
Baroka FC,Kaizer Chiefs,0,1,FINISHED,2022-02-26,1297672,Matchday 20,2021-2022,1297672,A
Siwelele,Royal AM,0,2,FINISHED,2022-02-27,1297669,Matchday 20,2021-2022,1297669,A
Orlando Pirates,Cape Town City,0,0,FINISHED,2022-03-02,1297675,Matchday 20,2021-2022,1297675,D
TS Galaxy,Mamelodi Sundowns,0,3,FINISHED,2022-03-02,1297670,Matchday 20,2021-2022,1297670,A
AmaZulu,Stellenbosch,2,2,FINISHED,2022-03-02,1297674,Matchday 20,2021-2022,1297674,D
Orlando Pirates,Kaizer Chiefs,1,2,FINISHED,2022-03-05,1297668,Matchday 21,2021-2022,1297668,A
Baroka FC,TS Galaxy,1,0,FINISHED,2022-03-05,1297666,Matchday 21,2021-2022,1297666,H
Cape Town City,Sekhukhune United,2,1,FINISHED,2022-03-05,1297664,Matchday 21,2021-2022,1297664,H
Siwelele,AmaZulu,2,0,FINISHED,2022-03-05,1297647,Matchday 21,2021-2022,1297647,H
Maritzburg United,Mamelodi Sundowns,2,1,FINISHED,2022-03-05,1297667,Matchday 21,2021-2022,1297667,H
Golden Arrows,Chippa United,1,2,FINISHED,2022-03-06,1297618,Matchday 21,2021-2022,1297618,A
Royal AM,Swallows FC,1,0,FINISHED,2022-03-06,1297661,Matchday 21,2021-2022,1297661,H
Marumo Gallants,Stellenbosch,1,0,FINISHED,2022-03-06,1297662,Matchday 21,2021-2022,1297662,H
AmaZulu,Chippa United,2,2,FINISHED,2021-12-14,1297658,Matchday 22,2021-2022,1297658,D
Marumo Gallants,Cape Town City,0,0,FINISHED,2021-12-14,1297655,Matchday 22,2021-2022,1297655,D
Mamelodi Sundowns,Baroka FC,2,1,FINISHED,2021-12-14,1297653,Matchday 22,2021-2022,1297653,H
Swallows FC,Orlando Pirates,1,1,FINISHED,2021-12-14,1297654,Matchday 22,2021-2022,1297654,D
Sekhukhune United,Maritzburg United,1,1,FINISHED,2022-03-16,1297656,Matchday 22,2021-2022,1297656,D
TS Galaxy,Siwelele,1,1,FINISHED,2022-03-19,1297659,Matchday 22,2021-2022,1297659,D
Kaizer Chiefs,Golden Arrows,0,1,FINISHED,2022-03-19,1297657,Matchday 22,2021-2022,1297657,A
Stellenbosch,Royal AM,2,2,FINISHED,2022-03-20,1297660,Matchday 22,2021-2022,1297660,D
Mamelodi Sundowns,Marumo Gallants,1,1,FINISHED,2021-12-23,1297585,Matchday 23,2021-2022,1297585,D
Orlando Pirates,AmaZulu,2,1,FINISHED,2021-12-23,1297573,Matchday 23,2021-2022,1297573,H
Stellenbosch,Sekhukhune United,1,1,FINISHED,2022-04-02,1297651,Matchday 23,2021-2022,1297651,D
TS Galaxy,Royal AM,1,4,FINISHED,2022-04-02,1297650,Matchday 23,2021-2022,1297650,A
Chippa United,Kaizer Chiefs,1,3,FINISHED,2022-04-02,1297652,Matchday 23,2021-2022,1297652,A
Golden Arrows,Siwelele,3,2,FINISHED,2022-04-02,1297665,Matchday 23,2021-2022,1297665,H
Cape Town City,Baroka FC,5,1,FINISHED,2022-04-03,1297586,Matchday 23,2021-2022,1297586,H
Maritzburg United,Swallows FC,1,1,FINISHED,2022-04-12,1297620,Matchday 23,2021-2022,1297620,D
Siwelele,Chippa United,1,1,FINISHED,2022-04-05,1297583,Matchday 24,2021-2022,1297583,D
Kaizer Chiefs,TS Galaxy,0,0,FINISHED,2022-04-05,1297584,Matchday 24,2021-2022,1297584,D
Baroka FC,AmaZulu,0,1,FINISHED,2022-04-06,1297578,Matchday 24,2021-2022,1297578,A
Royal AM,Marumo Gallants,2,0,FINISHED,2022-04-06,1297579,Matchday 24,2021-2022,1297579,H
Golden Arrows,Stellenbosch,0,2,FINISHED,2022-04-06,1297582,Matchday 24,2021-2022,1297582,A
Sekhukhune United,Orlando Pirates,0,1,FINISHED,2022-04-06,1297577,Matchday 24,2021-2022,1297577,A
Swallows FC,Mamelodi Sundowns,2,4,FINISHED,2022-04-06,1297581,Matchday 24,2021-2022,1297581,A
Maritzburg United,Cape Town City,0,1,FINISHED,2022-04-06,1297580,Matchday 24,2021-2022,1297580,A
Mamelodi Sundowns,Golden Arrows,6,0,FINISHED,2022-04-12,1297569,Matchday 25,2021-2022,1297569,H
Baroka FC,Orlando Pirates,0,0,FINISHED,2022-04-12,1297576,Matchday 25,2021-2022,1297576,D
Sekhukhune United,TS Galaxy,0,1,FINISHED,2022-04-16,1297574,Matchday 25,2021-2022,1297574,A
AmaZulu,Maritzburg United,1,0,FINISHED,2022-04-16,1297588,Matchday 25,2021-2022,1297588,H
Cape Town City,Royal AM,1,1,FINISHED,2022-04-16,1297572,Matchday 25,2021-2022,1297572,D
Kaizer Chiefs,Siwelele,0,1,FINISHED,2022-04-16,1297589,Matchday 25,2021-2022,1297589,A
Chippa United,Stellenbosch,1,0,FINISHED,2022-04-17,1297571,Matchday 25,2021-2022,1297571,H
Marumo Gallants,Swallows FC,1,1,FINISHED,2022-04-17,1297570,Matchday 25,2021-2022,1297570,D
Golden Arrows,Sekhukhune United,0,0,FINISHED,2022-04-23,1297566,Matchday 26,2021-2022,1297566,D
TS Galaxy,Maritzburg United,1,1,FINISHED,2022-04-23,1297565,Matchday 26,2021-2022,1297565,D
Stellenbosch,Kaizer Chiefs,1,0,FINISHED,2022-04-23,1297564,Matchday 26,2021-2022,1297564,H
Marumo Gallants,Siwelele,0,0,FINISHED,2022-04-23,1297567,Matchday 26,2021-2022,1297567,D
Swallows FC,Baroka FC,3,2,FINISHED,2022-04-24,1297562,Matchday 26,2021-2022,1297562,H
Royal AM,AmaZulu,0,0,FINISHED,2022-04-24,1297563,Matchday 26,2021-2022,1297563,D
Orlando Pirates,Chippa United,0,0,FINISHED,2022-04-27,1297568,Matchday 26,2021-2022,1297568,D
Mamelodi Sundowns,Cape Town City,0,0,FINISHED,2022-04-27,1297561,Matchday 26,2021-2022,1297561,D
TS Galaxy,Orlando Pirates,1,0,FINISHED,2022-05-02,1297560,Matchday 27,2021-2022,1297560,H
Siwelele,Stellenbosch,0,0,FINISHED,2022-05-03,1297617,Matchday 27,2021-2022,1297617,D
Swallows FC,AmaZulu,0,1,FINISHED,2022-05-03,1297575,Matchday 27,2021-2022,1297575,A
Sekhukhune United,Mamelodi Sundowns,0,2,FINISHED,2022-05-03,1297616,Matchday 27,2021-2022,1297616,A
Kaizer Chiefs,Marumo Gallants,1,0,FINISHED,2022-05-03,1297603,Matchday 27,2021-2022,1297603,H
Baroka FC,Golden Arrows,1,0,FINISHED,2022-05-04,1297613,Matchday 27,2021-2022,1297613,H
Chippa United,Cape Town City,0,0,FINISHED,2022-05-04,1297615,Matchday 27,2021-2022,1297615,D
Maritzburg United,Royal AM,1,0,FINISHED,2022-05-04,1297614,Matchday 27,2021-2022,1297614,H
Siwelele,Swallows FC,2,2,FINISHED,2022-05-06,1297612,Matchday 28,2021-2022,1297612,D
Marumo Gallants,Golden Arrows,0,0,FINISHED,2022-05-07,1297611,Matchday 28,2021-2022,1297611,D
Chippa United,Baroka FC,2,2,FINISHED,2022-05-07,1297610,Matchday 28,2021-2022,1297610,D
Stellenbosch,Maritzburg United,1,1,FINISHED,2022-05-07,1297608,Matchday 28,2021-2022,1297608,D
AmaZulu,Sekhukhune United,0,0,FINISHED,2022-05-07,1297609,Matchday 28,2021-2022,1297609,D
Cape Town City,TS Galaxy,2,0,FINISHED,2022-05-07,1297607,Matchday 28,2021-2022,1297607,H
Kaizer Chiefs,Mamelodi Sundowns,1,1,FINISHED,2022-05-08,1297587,Matchday 28,2021-2022,1297587,D
Royal AM,Orlando Pirates,2,2,FINISHED,2022-05-27,1297606,Matchday 28,2021-2022,1297606,D
Cape Town City,AmaZulu,0,0,FINISHED,2022-05-14,1297604,Matchday 29,2021-2022,1297604,D
Swallows FC,Chippa United,0,0,FINISHED,2022-05-14,1297597,Matchday 29,2021-2022,1297597,D
TS Galaxy,Marumo Gallants,0,0,FINISHED,2022-05-14,1297599,Matchday 29,2021-2022,1297599,D
Mamelodi Sundowns,Stellenbosch,0,3,FINISHED,2022-05-14,1297600,Matchday 29,2021-2022,1297600,A
Baroka FC,Siwelele,3,1,FINISHED,2022-05-14,1297602,Matchday 29,2021-2022,1297602,H
Golden Arrows,Royal AM,2,2,FINISHED,2022-05-14,1297601,Matchday 29,2021-2022,1297601,D
Sekhukhune United,Kaizer Chiefs,0,1,FINISHED,2022-05-14,1297678,Matchday 29,2021-2022,1297678,A
Orlando Pirates,Maritzburg United,4,1,FINISHED,2022-05-24,1297598,Matchday 29,2021-2022,1297598,H
Marumo Gallants,Sekhukhune United,2,2,FINISHED,2022-05-21,1297590,Matchday 30,2021-2022,1297590,D
Maritzburg United,Baroka FC,1,0,FINISHED,2022-05-21,1297591,Matchday 30,2021-2022,1297591,H
Kaizer Chiefs,Swallows FC,2,2,FINISHED,2022-05-21,1297593,Matchday 30,2021-2022,1297593,D
Stellenbosch,Cape Town City,1,0,FINISHED,2022-05-21,1297596,Matchday 30,2021-2022,1297596,H
Chippa United,TS Galaxy,0,1,FINISHED,2022-05-21,1297595,Matchday 30,2021-2022,1297595,A
Royal AM,Mamelodi Sundowns,2,3,FINISHED,2022-05-23,1297605,Matchday 30,2021-2022,1297605,A
AmaZulu,Golden Arrows,1,2,FINISHED,2022-05-24,1297592,Matchday 30,2021-2022,1297592,A
Siwelele,Orlando Pirates,2,0,FINISHED,2022-05-30,1297594,Matchday 30,2021-2022,1297594,H
