home_team,away_team,home_score,away_score,status,date,netsport_id,matchday,season,match_id,result
Orlando Pirates,Swallows FC,2,0,FINISHED,2023-12-05,1455726,Matchday 4,2023-2024,1455726,H
Siwelele,Golden Arrows,0,3,FINISHED,2023-08-29,1455739,Matchday 5,2023-2024,1455739,A
Orlando Pirates,Cape Town City,2,0,FINISHED,2023-08-29,1455738,Matchday 5,2023-2024,1455738,H
Polokwane City,Mamelodi Sundowns,0,2,FINISHED,2023-08-30,1455736,Matchday 5,2023-2024,1455736,A
Stellenbosch,Kaizer Chiefs,0,2,FINISHED,2023-08-30,1455734,Matchday 5,2023-2024,1455734,A
Chippa United,Royal AM,2,3,FINISHED,2023-08-30,1455735,Matchday 5,2023-2024,1455735,A
AmaZulu,TS Galaxy,1,0,FINISHED,2023-08-30,1455732,Matchday 5,2023-2024,1455732,H
Richards Bay,Sekhukhune United,1,1,FINISHED,2023-08-30,1455737,Matchday 5,2023-2024,1455737,D
Swallows FC,Cape Town Spurs,3,1,FINISHED,2023-08-30,1455733,Matchday 5,2023-2024,1455733,H
Chippa United,Mamelodi Sundowns,0,2,FINISHED,2023-08-19,1455729,Matchday 6,2023-2024,1455729,A
Swallows FC,Richards Bay,0,1,FINISHED,2023-09-15,1455731,Matchday 6,2023-2024,1455731,A
Golden Arrows,Stellenbosch,0,0,FINISHED,2023-09-16,1455730,Matchday 6,2023-2024,1455730,D
Kaizer Chiefs,Royal AM,0,0,FINISHED,2023-09-16,1455681,Matchday 6,2023-2024,1455681,D
AmaZulu,Cape Town City,3,2,FINISHED,2023-09-17,1455724,Matchday 6,2023-2024,1455724,H
Sekhukhune United,Polokwane City,0,0,FINISHED,2023-10-08,1455725,Matchday 6,2023-2024,1455725,D
TS Galaxy,Siwelele,2,3,FINISHED,2023-11-01,1455710,Matchday 6,2023-2024,1455710,A
Cape Town Spurs,Orlando Pirates,2,1,FINISHED,2023-11-01,1455727,Matchday 6,2023-2024,1455727,H
Stellenbosch,Swallows FC,0,2,FINISHED,2023-09-19,1455720,Matchday 7,2023-2024,1455720,A
Richards Bay,Chippa United,1,2,FINISHED,2023-09-19,1455721,Matchday 7,2023-2024,1455721,A
Cape Town Spurs,Golden Arrows,1,2,FINISHED,2023-09-19,1455723,Matchday 7,2023-2024,1455723,A
Royal AM,Sekhukhune United,0,1,FINISHED,2023-09-20,1455718,Matchday 7,2023-2024,1455718,A
Siwelele,Kaizer Chiefs,1,0,FINISHED,2023-09-20,1455717,Matchday 7,2023-2024,1455717,H
Orlando Pirates,Mamelodi Sundowns,0,1,FINISHED,2023-09-20,1455722,Matchday 7,2023-2024,1455722,A
TS Galaxy,Cape Town City,0,0,FINISHED,2023-09-20,1455719,Matchday 7,2023-2024,1455719,D
Polokwane City,AmaZulu,0,0,FINISHED,2023-09-25,1455716,Matchday 7,2023-2024,1455716,D
Chippa United,Siwelele,1,0,FINISHED,2023-09-26,1455683,Matchday 8,2023-2024,1455683,H
Kaizer Chiefs,Sekhukhune United,2,1,FINISHED,2023-09-27,1455728,Matchday 8,2023-2024,1455728,H
Mamelodi Sundowns,Stellenbosch,3,1,FINISHED,2023-09-27,1455636,Matchday 8,2023-2024,1455636,H
Swallows FC,AmaZulu,2,1,FINISHED,2023-09-29,1455715,Matchday 8,2023-2024,1455715,H
Cape Town City,Cape Town Spurs,3,1,FINISHED,2023-09-30,1455714,Matchday 8,2023-2024,1455714,H
Polokwane City,Royal AM,1,0,FINISHED,2023-09-30,1455713,Matchday 8,2023-2024,1455713,H
TS Galaxy,Richards Bay,1,1,FINISHED,2023-10-01,1455648,Matchday 8,2023-2024,1455648,D
Golden Arrows,Orlando Pirates,1,2,FINISHED,2023-12-17,1455649,Matchday 8,2023-2024,1455649,A
Kaizer Chiefs,Cape Town City,0,1,FINISHED,2023-10-03,1455646,Matchday 9,2023-2024,1455646,A
Swallows FC,Chippa United,0,0,FINISHED,2023-10-04,1455645,Matchday 9,2023-2024,1455645,D
Cape Town Spurs,Siwelele,1,2,FINISHED,2023-10-04,1455643,Matchday 9,2023-2024,1455643,A
Richards Bay,Polokwane City,0,1,FINISHED,2023-10-04,1455642,Matchday 9,2023-2024,1455642,A
Stellenbosch,TS Galaxy,3,0,FINISHED,2023-10-04,1455640,Matchday 9,2023-2024,1455640,H
Sekhukhune United,Golden Arrows,0,1,FINISHED,2023-10-05,1455641,Matchday 9,2023-2024,1455641,A
AmaZulu,Orlando Pirates,0,0,FINISHED,2023-10-24,1455644,Matchday 9,2023-2024,1455644,D
Royal AM,Mamelodi Sundowns,0,2,FINISHED,2024-05-14,1455647,Matchday 9,2023-2024,1455647,A
Siwelele,Royal AM,3,1,FINISHED,2023-10-26,1455632,Matchday 10,2023-2024,1455632,H
Orlando Pirates,Polokwane City,1,1,FINISHED,2023-10-27,1455639,Matchday 10,2023-2024,1455639,D
Golden Arrows,Kaizer Chiefs,2,1,FINISHED,2023-10-28,1455652,Matchday 10,2023-2024,1455652,H
Chippa United,AmaZulu,1,1,FINISHED,2023-10-28,1455637,Matchday 10,2023-2024,1455637,D
TS Galaxy,Sekhukhune United,2,0,FINISHED,2023-10-29,1455633,Matchday 10,2023-2024,1455633,H
Richards Bay,Cape Town City,1,3,FINISHED,2023-10-29,1455634,Matchday 10,2023-2024,1455634,A
Cape Town Spurs,Stellenbosch,0,3,FINISHED,2023-11-28,1455651,Matchday 10,2023-2024,1455651,A
Mamelodi Sundowns,Swallows FC,3,0,FINISHED,2023-12-27,1455635,Matchday 10,2023-2024,1455635,H
Stellenbosch,Richards Bay,2,1,FINISHED,2023-11-07,1455628,Matchday 11,2023-2024,1455628,H
Orlando Pirates,Sekhukhune United,1,0,FINISHED,2023-11-07,1455630,Matchday 11,2023-2024,1455630,H
Cape Town City,Chippa United,2,1,FINISHED,2023-11-07,1455631,Matchday 11,2023-2024,1455631,H
Royal AM,Golden Arrows,1,0,FINISHED,2023-11-07,1455629,Matchday 11,2023-2024,1455629,H
Kaizer Chiefs,Cape Town Spurs,3,2,FINISHED,2023-11-08,1455626,Matchday 11,2023-2024,1455626,H
Polokwane City,Siwelele,1,1,FINISHED,2023-11-08,1455625,Matchday 11,2023-2024,1455625,D
Swallows FC,TS Galaxy,1,0,FINISHED,2023-11-08,1455624,Matchday 11,2023-2024,1455624,H
AmaZulu,Mamelodi Sundowns,0,1,FINISHED,2023-12-06,1455627,Matchday 11,2023-2024,1455627,A
Cape Town City,Royal AM,2,0,FINISHED,2023-11-10,1455623,Matchday 12,2023-2024,1455623,H
Kaizer Chiefs,Orlando Pirates,0,1,FINISHED,2023-11-11,1455638,Matchday 12,2023-2024,1455638,A
Polokwane City,Swallows FC,0,0,FINISHED,2023-11-11,1455666,Matchday 12,2023-2024,1455666,D
Chippa United,Stellenbosch,0,0,FINISHED,2023-11-11,1455680,Matchday 12,2023-2024,1455680,D
Golden Arrows,AmaZulu,1,3,FINISHED,2023-11-12,1455679,Matchday 12,2023-2024,1455679,A
Richards Bay,Cape Town Spurs,1,0,FINISHED,2023-11-12,1455678,Matchday 12,2023-2024,1455678,H
Sekhukhune United,Siwelele,2,1,FINISHED,2023-11-12,1455676,Matchday 12,2023-2024,1455676,H
Mamelodi Sundowns,TS Galaxy,3,0,FINISHED,2024-04-29,1455677,Matchday 12,2023-2024,1455677,H
Richards Bay,Orlando Pirates,0,0,FINISHED,2023-11-25,1455674,Matchday 13,2023-2024,1455674,D
AmaZulu,Stellenbosch,0,1,FINISHED,2023-11-25,1455675,Matchday 13,2023-2024,1455675,A
Cape Town Spurs,Royal AM,1,2,FINISHED,2023-11-25,1455673,Matchday 13,2023-2024,1455673,A
TS Galaxy,Polokwane City,3,0,FINISHED,2023-11-26,1455669,Matchday 13,2023-2024,1455669,H
Swallows FC,Kaizer Chiefs,0,1,FINISHED,2023-11-26,1455670,Matchday 13,2023-2024,1455670,A
Golden Arrows,Cape Town City,0,1,FINISHED,2023-11-26,1455650,Matchday 13,2023-2024,1455650,A
Siwelele,Mamelodi Sundowns,0,2,FINISHED,2023-11-29,1455671,Matchday 13,2023-2024,1455671,A
Sekhukhune United,Chippa United,2,0,FINISHED,2023-12-06,1455672,Matchday 13,2023-2024,1455672,H
Stellenbosch,Cape Town City,1,0,FINISHED,2023-12-08,1455667,Matchday 14,2023-2024,1455667,H
Polokwane City,Kaizer Chiefs,0,1,FINISHED,2023-12-09,1455742,Matchday 14,2023-2024,1455742,A
Chippa United,Golden Arrows,2,0,FINISHED,2023-12-09,1455663,Matchday 14,2023-2024,1455663,H
Orlando Pirates,TS Galaxy,1,0,FINISHED,2023-12-09,1455661,Matchday 14,2023-2024,1455661,H
Royal AM,Richards Bay,3,2,FINISHED,2023-12-10,1455660,Matchday 14,2023-2024,1455660,H
Mamelodi Sundowns,Cape Town Spurs,3,0,FINISHED,2023-12-13,1455662,Matchday 14,2023-2024,1455662,H
AmaZulu,Sekhukhune United,1,0,FINISHED,2023-12-13,1455664,Matchday 14,2023-2024,1455664,H
Swallows FC,Siwelele,1,2,FINISHED,2023-12-15,1455665,Matchday 14,2023-2024,1455665,A
AmaZulu,Cape Town Spurs,1,1,FINISHED,2023-12-22,1455658,Matchday 15,2023-2024,1455658,D
Chippa United,Polokwane City,1,2,FINISHED,2023-12-23,1455657,Matchday 15,2023-2024,1455657,A
Royal AM,Swallows FC,0,0,FINISHED,2023-12-23,1455654,Matchday 15,2023-2024,1455654,D
Golden Arrows,TS Galaxy,0,2,FINISHED,2023-12-23,1455656,Matchday 15,2023-2024,1455656,A
Kaizer Chiefs,Richards Bay,1,0,FINISHED,2023-12-23,1455655,Matchday 15,2023-2024,1455655,H
Siwelele,Orlando Pirates,3,1,FINISHED,2023-12-23,1455653,Matchday 15,2023-2024,1455653,H
Cape Town City,Mamelodi Sundowns,0,0,FINISHED,2023-12-24,1455668,Matchday 15,2023-2024,1455668,D
Sekhukhune United,Stellenbosch,1,1,FINISHED,2024-04-17,1455659,Matchday 15,2023-2024,1455659,D
AmaZulu,Royal AM,3,0,FINISHED,2023-12-29,1455802,Matchday 16,2023-2024,1455802,H
Orlando Pirates,Stellenbosch,2,3,FINISHED,2023-12-29,1455829,Matchday 16,2023-2024,1455829,A
Richards Bay,Siwelele,3,1,FINISHED,2023-12-30,1455827,Matchday 16,2023-2024,1455827,H
Swallows FC,Golden Arrows,0,3,FINISHED,2023-12-30,1455816,Matchday 16,2023-2024,1455816,A
TS Galaxy,Chippa United,2,0,FINISHED,2023-12-30,1455826,Matchday 16,2023-2024,1455826,H
Mamelodi Sundowns,Polokwane City,0,0,FINISHED,2023-12-30,1455825,Matchday 16,2023-2024,1455825,D
Sekhukhune United,Kaizer Chiefs,1,1,FINISHED,2023-12-30,1455824,Matchday 16,2023-2024,1455824,D
Cape Town Spurs,Cape Town City,0,2,FINISHED,2023-12-31,1455828,Matchday 16,2023-2024,1455828,A
Royal AM,Cape Town Spurs,0,1,FINISHED,2024-05-07,1455832,Matchday 17,2023-2024,1455832,A
Kaizer Chiefs,TS Galaxy,2,2,FINISHED,2024-05-07,1455822,Matchday 17,2023-2024,1455822,D
Cape Town City,Swallows FC,2,0,FINISHED,2024-05-07,1455823,Matchday 17,2023-2024,1455823,H
Siwelele,Sekhukhune United,1,1,FINISHED,2024-05-07,1455820,Matchday 17,2023-2024,1455820,D
Orlando Pirates,Chippa United,2,0,FINISHED,2024-05-08,1455831,Matchday 17,2023-2024,1455831,H
Polokwane City,Richards Bay,0,0,FINISHED,2024-05-08,1455817,Matchday 17,2023-2024,1455817,D
Stellenbosch,AmaZulu,0,0,FINISHED,2024-05-08,1455821,Matchday 17,2023-2024,1455821,D
Golden Arrows,Mamelodi Sundowns,0,0,FINISHED,2024-05-08,1455819,Matchday 17,2023-2024,1455819,D
Siwelele,Stellenbosch,1,1,FINISHED,2024-02-16,1455815,Matchday 18,2023-2024,1455815,D
Chippa United,Cape Town City,1,1,FINISHED,2024-02-17,1455814,Matchday 18,2023-2024,1455814,D
Swallows FC,Polokwane City,0,1,FINISHED,2024-02-17,1455813,Matchday 18,2023-2024,1455813,A
Sekhukhune United,Richards Bay,3,1,FINISHED,2024-02-17,1455811,Matchday 18,2023-2024,1455811,H
Cape Town Spurs,AmaZulu,3,1,FINISHED,2024-02-17,1455812,Matchday 18,2023-2024,1455812,H
Mamelodi Sundowns,Orlando Pirates,1,1,FINISHED,2024-02-17,1455810,Matchday 18,2023-2024,1455810,D
Royal AM,Kaizer Chiefs,0,0,FINISHED,2024-02-18,1455809,Matchday 18,2023-2024,1455809,D
TS Galaxy,Golden Arrows,3,1,FINISHED,2024-02-18,1455808,Matchday 18,2023-2024,1455808,H
Mamelodi Sundowns,AmaZulu,3,0,FINISHED,2024-02-27,1455818,Matchday 19,2023-2024,1455818,H
Cape Town City,Siwelele,1,1,FINISHED,2024-02-28,1455804,Matchday 19,2023-2024,1455804,D
Golden Arrows,Sekhukhune United,0,1,FINISHED,2024-02-28,1455806,Matchday 19,2023-2024,1455806,A
Stellenbosch,Chippa United,1,1,FINISHED,2024-03-01,1455807,Matchday 19,2023-2024,1455807,D
Polokwane City,Orlando Pirates,0,1,FINISHED,2024-03-02,1455805,Matchday 19,2023-2024,1455805,A
Kaizer Chiefs,Swallows FC,0,0,FINISHED,2024-03-02,1455740,Matchday 19,2023-2024,1455740,D
Richards Bay,Royal AM,1,2,FINISHED,2024-03-02,1455860,Matchday 19,2023-2024,1455860,A
Cape Town Spurs,TS Galaxy,2,0,FINISHED,2024-03-03,1455846,Matchday 19,2023-2024,1455846,H
Cape Town City,Stellenbosch,0,1,FINISHED,2024-03-05,1455858,Matchday 20,2023-2024,1455858,A
AmaZulu,Swallows FC,1,1,FINISHED,2024-03-05,1455859,Matchday 20,2023-2024,1455859,D
Kaizer Chiefs,Golden Arrows,1,0,FINISHED,2024-03-05,1455857,Matchday 20,2023-2024,1455857,H
Sekhukhune United,Royal AM,1,0,FINISHED,2024-03-06,1455854,Matchday 20,2023-2024,1455854,H
Chippa United,Richards Bay,3,0,FINISHED,2024-03-06,1455856,Matchday 20,2023-2024,1455856,H
Orlando Pirates,Cape Town Spurs,1,1,FINISHED,2024-03-06,1455855,Matchday 20,2023-2024,1455855,D
Siwelele,Polokwane City,1,1,FINISHED,2024-04-17,1455853,Matchday 20,2023-2024,1455853,D
TS Galaxy,Mamelodi Sundowns,1,1,FINISHED,2024-05-21,1455852,Matchday 20,2023-2024,1455852,D
Orlando Pirates,Kaizer Chiefs,3,2,FINISHED,2024-03-09,1455851,Matchday 21,2023-2024,1455851,H
Siwelele,AmaZulu,1,1,FINISHED,2024-03-09,1455830,Matchday 21,2023-2024,1455830,D
Stellenbosch,Cape Town Spurs,1,1,FINISHED,2024-03-09,1455849,Matchday 21,2023-2024,1455849,D
Swallows FC,Sekhukhune United,1,4,FINISHED,2024-03-09,1455847,Matchday 21,2023-2024,1455847,A
Mamelodi Sundowns,Chippa United,2,0,FINISHED,2024-03-09,1455850,Matchday 21,2023-2024,1455850,H
Richards Bay,TS Galaxy,0,0,FINISHED,2024-03-09,1455801,Matchday 21,2023-2024,1455801,D
Polokwane City,Golden Arrows,0,1,FINISHED,2024-03-10,1455845,Matchday 21,2023-2024,1455845,A
Royal AM,Cape Town City,2,0,FINISHED,2024-03-10,1455844,Matchday 21,2023-2024,1455844,H
Mamelodi Sundowns,Siwelele,1,1,FINISHED,2024-03-12,1455838,Matchday 22,2023-2024,1455838,D
Polokwane City,Chippa United,1,0,FINISHED,2024-03-30,1455842,Matchday 22,2023-2024,1455842,H
Stellenbosch,Royal AM,3,0,FINISHED,2024-03-30,1455841,Matchday 22,2023-2024,1455841,H
Cape Town City,Kaizer Chiefs,0,0,FINISHED,2024-03-30,1455843,Matchday 22,2023-2024,1455843,D
Golden Arrows,Richards Bay,2,1,FINISHED,2024-03-30,1455836,Matchday 22,2023-2024,1455836,H
TS Galaxy,AmaZulu,2,0,FINISHED,2024-03-30,1455840,Matchday 22,2023-2024,1455840,H
Sekhukhune United,Orlando Pirates,2,1,FINISHED,2024-03-30,1455839,Matchday 22,2023-2024,1455839,H
Cape Town Spurs,Swallows FC,0,1,FINISHED,2024-03-31,1455837,Matchday 22,2023-2024,1455837,A
Mamelodi Sundowns,Richards Bay,1,0,FINISHED,2024-04-02,1455803,Matchday 23,2023-2024,1455803,H
Kaizer Chiefs,Stellenbosch,0,1,FINISHED,2024-04-02,1455834,Matchday 23,2023-2024,1455834,A
Sekhukhune United,Cape Town City,2,2,FINISHED,2024-04-02,1455833,Matchday 23,2023-2024,1455833,D
AmaZulu,Polokwane City,0,0,FINISHED,2024-04-02,1455835,Matchday 23,2023-2024,1455835,D
TS Galaxy,Royal AM,3,0,FINISHED,2024-04-03,1455768,Matchday 23,2023-2024,1455768,H
Golden Arrows,Siwelele,2,2,FINISHED,2024-04-03,1455756,Matchday 23,2023-2024,1455756,D
Swallows FC,Orlando Pirates,1,1,FINISHED,2024-04-03,1455769,Matchday 23,2023-2024,1455769,D
Chippa United,Cape Town Spurs,2,0,FINISHED,2024-04-03,1455848,Matchday 23,2023-2024,1455848,H
Richards Bay,Swallows FC,1,0,FINISHED,2024-04-06,1455765,Matchday 24,2023-2024,1455765,H
Chippa United,Kaizer Chiefs,2,0,FINISHED,2024-04-06,1455766,Matchday 24,2023-2024,1455766,H
Stellenbosch,Sekhukhune United,0,0,FINISHED,2024-04-06,1455767,Matchday 24,2023-2024,1455767,D
Orlando Pirates,Golden Arrows,7,1,FINISHED,2024-04-06,1455764,Matchday 24,2023-2024,1455764,H
Siwelele,TS Galaxy,0,1,FINISHED,2024-04-06,1455763,Matchday 24,2023-2024,1455763,A
Cape Town City,AmaZulu,0,1,FINISHED,2024-04-07,1455760,Matchday 24,2023-2024,1455760,A
Royal AM,Polokwane City,3,2,FINISHED,2024-04-07,1455761,Matchday 24,2023-2024,1455761,H
Cape Town Spurs,Mamelodi Sundowns,0,1,FINISHED,2024-04-09,1455762,Matchday 24,2023-2024,1455762,A
Swallows FC,Mamelodi Sundowns,2,2,FINISHED,2024-04-15,1455757,Matchday 25,2023-2024,1455757,D
Golden Arrows,Royal AM,1,1,FINISHED,2024-04-20,1455759,Matchday 25,2023-2024,1455759,D
Sekhukhune United,Cape Town Spurs,1,0,FINISHED,2024-04-20,1455755,Matchday 25,2023-2024,1455755,H
Orlando Pirates,AmaZulu,1,0,FINISHED,2024-04-20,1455772,Matchday 25,2023-2024,1455772,H
Siwelele,Chippa United,0,2,FINISHED,2024-04-20,1455754,Matchday 25,2023-2024,1455754,A
Richards Bay,Kaizer Chiefs,1,0,FINISHED,2024-04-21,1455771,Matchday 25,2023-2024,1455771,H
Polokwane City,Cape Town City,2,2,FINISHED,2024-04-21,1455753,Matchday 25,2023-2024,1455753,D
TS Galaxy,Stellenbosch,1,2,FINISHED,2024-04-21,1455752,Matchday 25,2023-2024,1455752,A
Mamelodi Sundowns,Sekhukhune United,2,1,FINISHED,2024-04-23,1455751,Matchday 26,2023-2024,1455751,H
TS Galaxy,Swallows FC,2,1,FINISHED,2024-04-26,1455745,Matchday 26,2023-2024,1455745,H
Cape Town Spurs,Richards Bay,1,0,FINISHED,2024-04-26,1455747,Matchday 26,2023-2024,1455747,H
AmaZulu,Chippa United,2,1,FINISHED,2024-04-27,1455749,Matchday 26,2023-2024,1455749,H
Kaizer Chiefs,Siwelele,2,1,FINISHED,2024-04-27,1455748,Matchday 26,2023-2024,1455748,H
Stellenbosch,Polokwane City,5,0,FINISHED,2024-04-27,1455750,Matchday 26,2023-2024,1455750,H
Royal AM,Orlando Pirates,0,4,FINISHED,2024-04-28,1455746,Matchday 26,2023-2024,1455746,A
Cape Town City,Golden Arrows,1,1,FINISHED,2024-04-28,1455744,Matchday 26,2023-2024,1455744,D
Cape Town Spurs,Polokwane City,0,1,FINISHED,2024-04-30,1455743,Matchday 27,2023-2024,1455743,A
Richards Bay,AmaZulu,2,1,FINISHED,2024-04-30,1455786,Matchday 27,2023-2024,1455786,H
Cape Town City,Orlando Pirates,0,2,FINISHED,2024-05-01,1455800,Matchday 27,2023-2024,1455800,A
Chippa United,Swallows FC,1,2,FINISHED,2024-05-01,1455799,Matchday 27,2023-2024,1455799,A
Stellenbosch,Golden Arrows,3,0,FINISHED,2024-05-01,1455796,Matchday 27,2023-2024,1455796,H
Royal AM,Siwelele,0,1,FINISHED,2024-05-01,1455798,Matchday 27,2023-2024,1455798,A
Kaizer Chiefs,Mamelodi Sundowns,1,5,FINISHED,2024-05-02,1455758,Matchday 27,2023-2024,1455758,A
Sekhukhune United,TS Galaxy,0,0,FINISHED,2024-05-03,1455797,Matchday 27,2023-2024,1455797,D
Siwelele,Cape Town Spurs,0,0,FINISHED,2024-05-10,1455795,Matchday 28,2023-2024,1455795,D
Polokwane City,Sekhukhune United,0,0,FINISHED,2024-05-11,1455794,Matchday 28,2023-2024,1455794,D
Swallows FC,Stellenbosch,2,0,FINISHED,2024-05-11,1455793,Matchday 28,2023-2024,1455793,H
Mamelodi Sundowns,Royal AM,1,0,FINISHED,2024-05-11,1455791,Matchday 28,2023-2024,1455791,H
Orlando Pirates,Richards Bay,0,1,FINISHED,2024-05-11,1455790,Matchday 28,2023-2024,1455790,A
Cape Town City,TS Galaxy,1,1,FINISHED,2024-05-12,1455789,Matchday 28,2023-2024,1455789,D
Golden Arrows,Chippa United,1,1,FINISHED,2024-05-12,1455770,Matchday 28,2023-2024,1455770,D
AmaZulu,Kaizer Chiefs,1,1,FINISHED,2024-05-12,1455792,Matchday 28,2023-2024,1455792,D
Stellenbosch,Mamelodi Sundowns,0,1,FINISHED,2024-05-18,1455782,Matchday 29,2023-2024,1455782,A
Golden Arrows,Cape Town Spurs,1,1,FINISHED,2024-05-18,1455861,Matchday 29,2023-2024,1455861,D
Sekhukhune United,AmaZulu,0,1,FINISHED,2024-05-18,1455783,Matchday 29,2023-2024,1455783,A
Cape Town City,Richards Bay,3,1,FINISHED,2024-05-18,1455787,Matchday 29,2023-2024,1455787,H
Kaizer Chiefs,Polokwane City,0,0,FINISHED,2024-05-18,1455785,Matchday 29,2023-2024,1455785,D
TS Galaxy,Orlando Pirates,1,0,FINISHED,2024-05-18,1455780,Matchday 29,2023-2024,1455780,H
Royal AM,Chippa United,0,0,FINISHED,2024-05-18,1455784,Matchday 29,2023-2024,1455784,D
Siwelele,Swallows FC,2,0,FINISHED,2024-05-18,1455781,Matchday 29,2023-2024,1455781,H
Cape Town Spurs,Kaizer Chiefs,2,0,FINISHED,2024-05-25,1455778,Matchday 30,2023-2024,1455778,H
AmaZulu,Golden Arrows,1,3,FINISHED,2024-05-25,1455779,Matchday 30,2023-2024,1455779,A
Orlando Pirates,Siwelele,1,1,FINISHED,2024-05-25,1455775,Matchday 30,2023-2024,1455775,D
Chippa United,Sekhukhune United,0,1,FINISHED,2024-05-25,1455777,Matchday 30,2023-2024,1455777,A
Richards Bay,Stellenbosch,2,1,FINISHED,2024-05-25,1455773,Matchday 30,2023-2024,1455773,H
Mamelodi Sundowns,Cape Town City,0,1,FINISHED,2024-05-25,1455776,Matchday 30,2023-2024,1455776,A
Swallows FC,Royal AM,1,2,FINISHED,2024-05-25,1455788,Matchday 30,2023-2024,1455788,A
Polokwane City,TS Galaxy,1,0,FINISHED,2024-05-25,1455774,Matchday 30,2023-2024,1455774,H
Cape Town City,Mamelodi Sundowns,0,2,FINISHED,2022-08-05,1376401,Matchday 1,2022-2023,1376401,A
Golden Arrows,Richards Bay,0,2,FINISHED,2022-08-06,1376387,Matchday 1,2022-2023,1376387,A
Orlando Pirates,Swallows FC,1,0,FINISHED,2022-08-06,1376413,Matchday 1,2022-2023,1376413,H
Marumo Gallants,Stellenbosch,0,0,FINISHED,2022-08-06,1376414,Matchday 1,2022-2023,1376414,D
Royal AM,Kaizer Chiefs,1,0,FINISHED,2022-08-06,1376412,Matchday 1,2022-2023,1376412,H
Maritzburg United,Sekhukhune United,1,1,FINISHED,2022-08-06,1376411,Matchday 1,2022-2023,1376411,D
TS Galaxy,AmaZulu,0,0,FINISHED,2022-08-07,1376410,Matchday 1,2022-2023,1376410,D
Siwelele,Chippa United,1,1,FINISHED,2022-08-07,1376409,Matchday 1,2022-2023,1376409,D
Richards Bay,Marumo Gallants,0,0,FINISHED,2022-08-09,1376408,Matchday 2,2022-2023,1376408,D
Swallows FC,Cape Town City,3,2,FINISHED,2022-08-09,1376407,Matchday 2,2022-2023,1376407,H
Kaizer Chiefs,Maritzburg United,3,0,FINISHED,2022-08-09,1376406,Matchday 2,2022-2023,1376406,H
AmaZulu,Siwelele,2,1,FINISHED,2022-08-10,1376405,Matchday 2,2022-2023,1376405,H
Chippa United,Royal AM,1,3,FINISHED,2022-08-10,1376404,Matchday 2,2022-2023,1376404,A
Stellenbosch,Orlando Pirates,1,1,FINISHED,2022-08-10,1376417,Matchday 2,2022-2023,1376417,D
Mamelodi Sundowns,TS Galaxy,0,1,FINISHED,2022-08-10,1376416,Matchday 2,2022-2023,1376416,A
Sekhukhune United,Golden Arrows,1,0,FINISHED,2022-08-10,1376402,Matchday 2,2022-2023,1376402,H
Maritzburg United,Swallows FC,0,0,FINISHED,2022-08-12,1376400,Matchday 3,2022-2023,1376400,D
Marumo Gallants,Golden Arrows,1,1,FINISHED,2022-08-13,1376399,Matchday 3,2022-2023,1376399,D
Stellenbosch,Royal AM,3,1,FINISHED,2022-08-13,1376398,Matchday 3,2022-2023,1376398,H
Mamelodi Sundowns,Kaizer Chiefs,4,0,FINISHED,2022-08-13,1376397,Matchday 3,2022-2023,1376397,H
Richards Bay,Sekhukhune United,1,0,FINISHED,2022-08-13,1376396,Matchday 3,2022-2023,1376396,H
AmaZulu,Cape Town City,2,1,FINISHED,2022-08-13,1376395,Matchday 3,2022-2023,1376395,H
Orlando Pirates,Chippa United,0,1,FINISHED,2022-08-14,1376394,Matchday 3,2022-2023,1376394,A
TS Galaxy,Siwelele,2,0,FINISHED,2022-08-14,1376393,Matchday 3,2022-2023,1376393,H
Swallows FC,AmaZulu,2,3,FINISHED,2022-08-19,1376392,Matchday 4,2022-2023,1376392,A
Golden Arrows,TS Galaxy,0,0,FINISHED,2022-08-20,1376391,Matchday 4,2022-2023,1376391,D
Sekhukhune United,Mamelodi Sundowns,1,1,FINISHED,2022-08-20,1376390,Matchday 4,2022-2023,1376390,D
Cape Town City,Stellenbosch,1,1,FINISHED,2022-08-20,1376389,Matchday 4,2022-2023,1376389,D
Kaizer Chiefs,Richards Bay,1,0,FINISHED,2022-08-20,1376446,Matchday 4,2022-2023,1376446,H
Maritzburg United,Chippa United,2,1,FINISHED,2022-08-20,1376403,Matchday 4,2022-2023,1376403,H
Royal AM,Marumo Gallants,2,2,FINISHED,2022-08-21,1376431,Matchday 4,2022-2023,1376431,D
Siwelele,Orlando Pirates,0,0,FINISHED,2022-08-21,1376327,Matchday 4,2022-2023,1376327,D
Cape Town City,Kaizer Chiefs,2,0,FINISHED,2022-08-23,1376444,Matchday 5,2022-2023,1376444,H
Swallows FC,Sekhukhune United,2,1,FINISHED,2022-08-23,1376443,Matchday 5,2022-2023,1376443,H
Mamelodi Sundowns,Stellenbosch,3,0,FINISHED,2022-08-24,1376442,Matchday 5,2022-2023,1376442,H
Chippa United,TS Galaxy,0,0,FINISHED,2022-08-24,1376440,Matchday 5,2022-2023,1376440,D
Richards Bay,Siwelele,0,1,FINISHED,2022-08-24,1376438,Matchday 5,2022-2023,1376438,A
Orlando Pirates,Marumo Gallants,1,0,FINISHED,2022-08-24,1376439,Matchday 5,2022-2023,1376439,H
Royal AM,Maritzburg United,1,0,FINISHED,2022-08-24,1376437,Matchday 5,2022-2023,1376437,H
AmaZulu,Golden Arrows,0,1,FINISHED,2022-08-24,1376441,Matchday 5,2022-2023,1376441,A
